CaseID,ActivityID,CompleteTimestamp
Case No. 346,1,2018/05/16 05:30:33
Case No. 346,1,2018/05/16 05:33:27
Case No. 346,1,2018/05/16 06:22:25
Case No. 347,0,2018/06/13 23:22:21
Case No. 347,1,2018/06/13 23:58:19
Case No. 347,1,2018/06/14 01:47:10
Case No. 347,1,2018/06/14 02:28:20
Case No. 347,1,2018/06/14 02:33:47
Case No. 347,1,2018/06/14 02:34:11
Case No. 348,0,2018/06/14 03:05:26
Case No. 348,1,2018/06/14 04:19:52
Case No. 348,1,2018/06/14 04:20:39
Case No. 348,1,2018/06/14 04:59:07
Case No. 348,1,2018/06/14 05:02:43
Case No. 348,1,2018/06/14 05:05:46
Case No. 349,0,2018/06/14 08:31:06
Case No. 349,1,2018/06/14 08:45:49
Case No. 349,1,2018/06/14 09:15:54
Case No. 349,1,2018/06/14 09:26:28
Case No. 349,1,2018/06/14 09:37:38
Case No. 349,1,2018/06/14 10:28:29
Case No. 350,0,2018/05/16 07:24:01
Case No. 350,1,2018/05/16 07:47:25
Case No. 350,2,2018/05/16 08:09:01
Case No. 350,5,2018/05/16 08:26:13
Case No. 350,1,2018/05/16 08:40:10
Case No. 350,1,2018/05/16 09:10:48
Case No. 350,1,2018/05/16 10:40:11
Case No. 351,0,2018/06/14 11:08:08
Case No. 351,1,2018/06/14 12:04:37
Case No. 351,1,2018/06/14 13:56:32
Case No. 351,1,2018/06/14 14:09:08
Case No. 351,1,2018/06/14 14:10:32
Case No. 351,1,2018/06/14 14:30:40
Case No. 352,0,2018/06/14 15:28:17
Case No. 352,1,2018/06/14 15:34:12
Case No. 352,1,2018/06/14 15:47:24
Case No. 352,1,2018/06/14 17:32:19
Case No. 352,1,2018/06/14 17:46:47
Case No. 352,1,2018/06/14 18:26:02
Case No. 353,0,2018/06/14 20:02:32
Case No. 353,1,2018/06/14 20:10:16
Case No. 353,1,2018/06/14 20:15:44
Case No. 353,1,2018/06/14 21:38:13
Case No. 353,1,2018/06/14 21:55:03
Case No. 353,1,2018/06/14 22:25:28
Case No. 354,0,2018/05/16 12:03:34
Case No. 354,1,2018/05/16 12:40:28
Case No. 354,2,2018/05/16 13:02:53
Case No. 354,5,2018/05/16 13:24:01
Case No. 354,1,2018/05/16 14:06:55
Case No. 354,1,2018/05/16 14:22:03
Case No. 354,1,2018/05/16 14:45:03
Case No. 355,0,2018/06/14 23:07:25
Case No. 355,1,2018/06/14 23:20:33
Case No. 355,1,2018/06/15 00:11:29
Case No. 355,1,2018/06/15 00:56:46
Case No. 355,1,2018/06/15 01:04:49
Case No. 355,1,2018/06/15 01:30:14
Case No. 356,0,2018/06/15 04:12:06
Case No. 356,1,2018/06/15 05:35:57
Case No. 356,1,2018/06/15 06:00:42
Case No. 356,1,2018/06/15 06:26:23
Case No. 356,1,2018/06/15 06:28:45
Case No. 356,1,2018/06/15 06:50:31
Case No. 357,0,2018/06/15 07:19:52
Case No. 357,1,2018/06/15 07:30:44
Case No. 357,1,2018/06/15 08:21:26
Case No. 357,1,2018/06/15 08:28:07
Case No. 357,1,2018/06/15 08:53:36
Case No. 357,1,2018/06/15 10:15:38
Case No. 358,0,2018/05/16 15:31:18
Case No. 358,1,2018/05/16 15:33:56
Case No. 358,2,2018/05/16 16:09:12
Case No. 358,5,2018/05/16 16:32:52
Case No. 358,1,2018/05/16 17:05:50
Case No. 358,1,2018/05/16 17:10:06
Case No. 358,1,2018/05/16 17:50:56
Case No. 359,0,2018/06/15 11:11:16
Case No. 359,1,2018/06/15 12:05:26
Case No. 359,1,2018/06/15 12:39:08
Case No. 359,1,2018/06/15 13:03:28
Case No. 359,1,2018/06/15 13:13:38
Case No. 359,1,2018/06/15 13:34:44
Case No. 360,0,2018/06/15 15:46:38
Case No. 360,1,2018/06/15 16:58:41
Case No. 360,1,2018/06/15 17:20:57
Case No. 360,1,2018/06/15 17:28:25
Case No. 360,1,2018/06/15 17:29:32
Case No. 360,1,2018/06/15 17:45:57
Case No. 361,0,2018/06/15 20:25:10
Case No. 361,1,2018/06/15 20:30:09
Case No. 361,1,2018/06/15 21:00:44
Case No. 361,1,2018/06/15 21:12:09
Case No. 361,1,2018/06/15 21:30:17
Case No. 361,1,2018/06/15 22:27:29
Case No. 362,0,2018/05/16 19:38:29
Case No. 362,1,2018/05/16 19:47:24
Case No. 362,2,2018/05/16 19:56:48
Case No. 362,5,2018/05/16 20:17:49
Case No. 362,1,2018/05/16 21:23:50
Case No. 362,1,2018/05/16 21:28:39
Case No. 362,1,2018/05/16 21:50:35
Case No. 363,0,2018/06/15 23:18:33
Case No. 363,1,2018/06/15 23:51:32
Case No. 363,1,2018/06/15 23:57:46
Case No. 363,1,2018/06/16 01:11:43
Case No. 363,1,2018/06/16 01:25:46
Case No. 363,1,2018/06/16 01:58:06
Case No. 364,0,2018/06/16 04:27:12
Case No. 364,1,2018/06/16 04:53:54
Case No. 364,1,2018/06/16 04:57:54
Case No. 364,1,2018/06/16 04:59:33
Case No. 364,1,2018/06/16 06:31:37
Case No. 364,1,2018/06/16 06:49:43
Case No. 365,0,2018/06/16 07:42:14
Case No. 365,1,2018/06/16 08:20:13
Case No. 365,1,2018/06/16 08:47:58
Case No. 365,1,2018/06/16 09:05:56
Case No. 365,1,2018/06/16 09:43:28
Case No. 365,1,2018/06/16 10:14:32
Case No. 366,0,2018/05/16 23:18:48
Case No. 366,1,2018/05/16 23:31:16
Case No. 366,2,2018/05/16 23:35:44
Case No. 366,5,2018/05/16 23:50:58
Case No. 366,1,2018/05/17 00:28:00
Case No. 366,1,2018/05/17 00:46:35
Case No. 366,1,2018/05/17 03:02:57
Case No. 367,0,2018/06/16 11:23:33
Case No. 367,1,2018/06/16 11:48:56
Case No. 367,1,2018/06/16 12:31:11
Case No. 367,1,2018/06/16 13:48:14
Case No. 367,1,2018/06/16 14:18:52
Case No. 367,1,2018/06/16 14:40:05
Case No. 368,0,2018/06/16 15:13:09
Case No. 368,1,2018/06/16 17:10:29
Case No. 368,1,2018/06/16 17:12:50
Case No. 368,1,2018/06/16 17:15:23
Case No. 368,1,2018/06/16 18:28:40
Case No. 368,1,2018/06/16 18:48:23
Case No. 369,0,2018/06/16 19:46:21
Case No. 369,1,2018/06/16 19:48:35
Case No. 369,1,2018/06/16 20:12:56
Case No. 369,1,2018/06/16 20:52:45
Case No. 369,1,2018/06/16 21:50:48
Case No. 369,1,2018/06/16 22:43:17
Case No. 370,0,2018/05/17 03:57:03
Case No. 370,1,2018/05/17 04:18:18
Case No. 370,2,2018/05/17 04:53:42
Case No. 370,5,2018/05/17 05:20:43
Case No. 370,1,2018/05/17 05:30:13
Case No. 370,1,2018/05/17 05:38:30
Case No. 370,1,2018/05/17 06:33:32
Case No. 371,0,2018/06/16 23:19:58
Case No. 371,1,2018/06/16 23:23:04
Case No. 371,1,2018/06/17 00:46:14
Case No. 371,1,2018/06/17 01:41:28
Case No. 371,1,2018/06/17 01:55:58
Case No. 371,1,2018/06/17 02:12:35
Case No. 372,0,2018/06/17 03:23:03
Case No. 372,1,2018/06/17 04:09:16
Case No. 372,1,2018/06/17 05:32:57
Case No. 372,1,2018/06/17 05:49:51
Case No. 372,1,2018/06/17 06:16:49
Case No. 372,1,2018/06/17 06:21:10
Case No. 373,0,2018/06/17 07:08:01
Case No. 373,1,2018/06/17 07:24:26
Case No. 373,1,2018/06/17 08:59:50
Case No. 373,1,2018/06/17 09:48:13
Case No. 373,1,2018/06/17 10:26:36
Case No. 373,1,2018/06/17 10:53:09
Case No. 374,0,2018/05/17 07:32:32
Case No. 374,1,2018/05/17 08:00:27
Case No. 374,2,2018/05/17 08:16:04
Case No. 374,5,2018/05/17 08:23:20
Case No. 374,1,2018/05/17 08:47:16
Case No. 374,1,2018/05/17 09:42:13
Case No. 374,1,2018/05/17 10:01:27
Case No. 375,0,2018/06/17 11:53:23
Case No. 375,1,2018/06/17 12:44:11
Case No. 375,1,2018/06/17 12:51:27
Case No. 375,1,2018/06/17 12:53:58
Case No. 375,1,2018/06/17 13:10:11
Case No. 375,1,2018/06/17 14:52:43
Case No. 376,0,2018/06/17 15:15:04
Case No. 376,1,2018/06/17 16:33:48
Case No. 376,1,2018/06/17 18:02:04
Case No. 376,1,2018/06/17 18:29:29
Case No. 376,1,2018/06/17 18:31:29
Case No. 376,1,2018/06/17 18:46:10
Case No. 377,0,2018/06/17 20:40:55
Case No. 377,1,2018/06/17 21:10:24
Case No. 377,1,2018/06/17 21:12:59
Case No. 377,1,2018/06/17 21:20:06
Case No. 377,1,2018/06/17 21:29:40
Case No. 377,1,2018/06/17 22:39:41
Case No. 378,0,2018/05/17 11:08:15
Case No. 378,1,2018/05/17 11:21:17
Case No. 378,2,2018/05/17 12:26:52
Case No. 378,5,2018/05/17 12:31:34
Case No. 378,1,2018/05/17 12:37:32
Case No. 378,1,2018/05/17 13:54:51
Case No. 378,1,2018/05/17 14:45:49
Case No. 379,0,2018/06/17 23:33:16
Case No. 379,1,2018/06/17 23:52:11
Case No. 379,1,2018/06/18 00:23:08
Case No. 379,1,2018/06/18 00:41:21
Case No. 379,1,2018/06/18 02:21:35
Case No. 379,1,2018/06/18 02:34:48
Case No. 380,0,2018/06/18 03:52:53
Case No. 380,1,2018/06/18 04:04:11
Case No. 380,1,2018/06/18 04:08:43
Case No. 380,1,2018/06/18 04:45:40
Case No. 380,1,2018/06/18 05:01:14
Case No. 380,1,2018/06/18 05:45:10
Case No. 381,0,2018/06/18 07:19:25
Case No. 381,1,2018/06/18 07:25:55
Case No. 381,1,2018/06/18 09:24:02
Case No. 381,1,2018/06/18 09:35:12
Case No. 381,1,2018/06/18 09:44:29
Case No. 381,1,2018/06/18 10:51:17
Case No. 382,0,2018/05/17 15:04:55
Case No. 382,1,2018/05/17 17:22:39
Case No. 382,2,2018/05/17 17:45:40
Case No. 382,5,2018/05/17 18:01:53
Case No. 382,1,2018/05/17 18:06:08
Case No. 382,1,2018/05/17 18:09:56
Case No. 382,1,2018/05/17 18:52:58
Case No. 383,0,2018/06/18 11:21:17
Case No. 383,1,2018/06/18 11:31:20
Case No. 383,1,2018/06/18 11:41:24
Case No. 383,1,2018/06/18 11:47:35
Case No. 383,1,2018/06/18 13:58:11
Case No. 383,1,2018/06/18 14:42:50
Case No. 384,0,2018/06/18 15:02:56
Case No. 384,1,2018/06/18 15:45:40
Case No. 384,1,2018/06/18 16:06:44
Case No. 384,1,2018/06/18 16:41:03
Case No. 384,1,2018/06/18 16:47:40
Case No. 384,1,2018/06/18 18:41:21
Case No. 385,0,2018/06/18 19:18:10
Case No. 385,1,2018/06/18 19:49:16
Case No. 385,1,2018/06/18 19:52:21
Case No. 385,1,2018/06/18 20:30:49
Case No. 385,1,2018/06/18 21:13:38
Case No. 385,1,2018/06/18 22:52:51
Case No. 386,0,2018/05/17 19:15:21
Case No. 386,1,2018/05/17 19:39:16
Case No. 386,2,2018/05/17 19:48:08
Case No. 386,5,2018/05/17 20:07:27
Case No. 386,1,2018/05/17 20:20:33
Case No. 386,1,2018/05/17 20:56:10
Case No. 386,1,2018/05/17 22:45:58
Case No. 387,0,2018/06/19 00:08:47
Case No. 387,1,2018/06/19 00:38:45
Case No. 387,1,2018/06/19 00:53:53
Case No. 387,1,2018/06/19 01:46:40
Case No. 387,1,2018/06/19 01:49:02
Case No. 387,1,2018/06/19 02:25:29
Case No. 388,0,2018/06/19 05:14:41
Case No. 388,1,2018/06/19 05:38:54
Case No. 388,1,2018/06/19 05:39:15
Case No. 388,1,2018/06/19 06:16:06
Case No. 388,1,2018/06/19 06:32:09
Case No. 388,1,2018/06/19 06:45:02
Case No. 389,0,2018/06/19 07:09:43
Case No. 389,1,2018/06/19 07:15:21
Case No. 389,1,2018/06/19 08:02:06
Case No. 389,1,2018/06/19 09:27:50
Case No. 389,1,2018/06/19 09:44:22
Case No. 389,1,2018/06/19 10:04:17
Case No. 390,0,2018/05/17 23:15:33
Case No. 390,1,2018/05/17 23:28:02
Case No. 390,2,2018/05/17 23:34:14
Case No. 390,5,2018/05/18 00:03:17
Case No. 390,1,2018/05/18 01:24:39
Case No. 390,1,2018/05/18 01:48:09
Case No. 390,1,2018/05/18 02:50:47
Case No. 391,0,2018/06/19 11:12:11
Case No. 391,1,2018/06/19 11:56:01
Case No. 391,1,2018/06/19 12:16:47
Case No. 391,1,2018/06/19 12:41:25
Case No. 391,1,2018/06/19 13:44:49
Case No. 391,1,2018/06/19 13:50:50
Case No. 392,0,2018/06/19 16:00:05
Case No. 392,1,2018/06/19 16:42:52
Case No. 392,1,2018/06/19 17:22:16
Case No. 392,1,2018/06/19 17:50:24
Case No. 392,1,2018/06/19 18:01:35
Case No. 392,1,2018/06/19 18:53:22
Case No. 393,0,2018/06/19 19:05:05
Case No. 393,1,2018/06/19 19:07:06
Case No. 393,1,2018/06/19 20:11:00
Case No. 393,1,2018/06/19 20:14:09
Case No. 393,1,2018/06/19 21:07:59
Case No. 393,1,2018/06/19 21:50:39
Case No. 394,0,2018/05/18 03:19:11
Case No. 394,1,2018/05/18 03:50:04
Case No. 394,2,2018/05/18 04:24:55
Case No. 394,5,2018/05/18 05:34:32
Case No. 394,1,2018/05/18 05:48:04
Case No. 394,1,2018/05/18 06:36:18
Case No. 394,1,2018/05/18 06:38:42
Case No. 395,0,2018/06/20 00:03:11
Case No. 395,1,2018/06/20 00:56:47
Case No. 395,1,2018/06/20 01:31:13
Case No. 395,1,2018/06/20 01:40:56
Case No. 395,1,2018/06/20 01:57:11
Case No. 395,1,2018/06/20 01:59:00
Case No. 396,0,2018/06/20 03:55:16
Case No. 396,1,2018/06/20 04:13:00
Case No. 396,1,2018/06/20 04:16:31
Case No. 396,1,2018/06/20 05:35:54
Case No. 396,1,2018/06/20 05:46:06
Case No. 396,1,2018/06/20 06:17:01
Case No. 397,0,2018/06/20 07:31:04
Case No. 397,1,2018/06/20 08:19:35
Case No. 397,1,2018/06/20 08:43:29
Case No. 397,1,2018/06/20 09:34:15
Case No. 397,1,2018/06/20 10:22:07
Case No. 397,1,2018/06/20 10:32:02
Case No. 398,0,2018/05/18 07:38:52
Case No. 398,1,2018/05/18 07:52:48
Case No. 398,2,2018/05/18 08:32:15
Case No. 398,5,2018/05/18 09:26:44
Case No. 398,1,2018/05/18 09:43:59
Case No. 398,1,2018/05/18 10:31:39
Case No. 398,1,2018/05/18 10:56:52
Case No. 399,0,2018/06/20 11:08:25
Case No. 399,1,2018/06/20 11:57:34
Case No. 399,1,2018/06/20 13:14:05
Case No. 399,1,2018/06/20 14:08:04
Case No. 399,1,2018/06/20 14:11:50
Case No. 399,1,2018/06/20 14:41:04
Case No. 400,0,2018/06/20 15:28:00
Case No. 400,1,2018/06/20 15:44:01
Case No. 400,1,2018/06/20 16:12:39
Case No. 400,1,2018/06/20 17:37:09
Case No. 400,1,2018/06/20 17:45:25
Case No. 400,1,2018/06/20 18:23:05
Case No. 401,0,2018/06/20 19:19:48
Case No. 401,1,2018/06/20 19:54:42
Case No. 401,1,2018/06/20 20:06:50
Case No. 401,1,2018/06/20 20:40:42
Case No. 401,1,2018/06/20 21:35:44
Case No. 401,1,2018/06/20 22:15:48
Case No. 402,0,2018/05/18 11:36:52
Case No. 402,1,2018/05/18 12:14:07
Case No. 402,2,2018/05/18 12:24:51
Case No. 402,5,2018/05/18 12:45:24
Case No. 402,1,2018/05/18 14:10:01
Case No. 402,1,2018/05/18 14:42:11
Case No. 402,1,2018/05/18 14:54:48
Case No. 403,0,2018/06/20 23:34:56
Case No. 403,1,2018/06/21 00:46:34
Case No. 403,1,2018/06/21 01:11:31
Case No. 403,1,2018/06/21 01:30:31
Case No. 403,1,2018/06/21 01:59:58
Case No. 403,1,2018/06/21 02:12:14
Case No. 404,0,2018/06/21 03:22:07
Case No. 404,1,2018/06/21 03:22:52
Case No. 404,1,2018/06/21 03:53:00
Case No. 404,1,2018/06/21 05:37:51
Case No. 404,1,2018/06/21 06:19:44
Case No. 404,1,2018/06/21 06:41:35
Case No. 405,0,2018/06/21 07:19:46
Case No. 405,1,2018/06/21 07:22:29
Case No. 405,1,2018/06/21 08:31:45
Case No. 405,1,2018/06/21 09:02:56
Case No. 405,1,2018/06/21 10:14:20
Case No. 405,1,2018/06/21 10:43:18
Case No. 406,0,2018/05/18 15:23:42
Case No. 406,1,2018/05/18 15:58:46
Case No. 406,2,2018/05/18 16:18:49
Case No. 406,5,2018/05/18 16:48:03
Case No. 406,1,2018/05/18 17:37:54
Case No. 406,1,2018/05/18 17:48:01
Case No. 406,1,2018/05/18 18:44:54
Case No. 407,0,2018/06/21 11:03:28
Case No. 407,1,2018/06/21 11:06:14
Case No. 407,1,2018/06/21 11:39:06
Case No. 407,1,2018/06/21 11:55:58
Case No. 407,1,2018/06/21 12:13:45
Case No. 407,1,2018/06/21 12:56:05
Case No. 408,0,2018/06/21 15:29:20
Case No. 408,1,2018/06/21 15:50:16
Case No. 408,1,2018/06/21 16:22:02
Case No. 408,1,2018/06/21 16:43:28
Case No. 408,1,2018/06/21 17:20:16
Case No. 408,1,2018/06/21 17:40:43
Case No. 409,0,2018/06/21 19:02:30
Case No. 409,1,2018/06/21 19:43:59
Case No. 409,1,2018/06/21 20:51:00
Case No. 409,1,2018/06/21 21:54:00
Case No. 409,1,2018/06/21 22:19:14
Case No. 409,1,2018/06/21 23:00:35
Case No. 410,0,2018/05/18 20:40:22
Case No. 410,1,2018/05/18 21:16:06
Case No. 410,2,2018/05/18 21:32:09
Case No. 410,5,2018/05/18 21:38:50
Case No. 410,1,2018/05/18 22:12:53
Case No. 410,1,2018/05/18 22:38:00
Case No. 410,1,2018/05/18 22:58:41
Case No. 411,0,2018/06/21 23:25:38
Case No. 411,1,2018/06/21 23:28:05
Case No. 411,1,2018/06/22 01:01:41
Case No. 411,1,2018/06/22 02:11:26
Case No. 411,1,2018/06/22 02:29:52
Case No. 411,1,2018/06/22 02:42:51
Case No. 412,0,2018/06/22 03:30:54
Case No. 412,1,2018/06/22 03:41:30
Case No. 412,1,2018/06/22 03:43:07
Case No. 412,1,2018/06/22 05:19:48
Case No. 412,1,2018/06/22 05:43:56
Case No. 412,1,2018/06/22 06:15:16
Case No. 413,0,2018/06/22 08:20:20
Case No. 413,1,2018/06/22 08:38:47
Case No. 413,1,2018/06/22 08:42:42
Case No. 413,1,2018/06/22 09:42:52
Case No. 413,1,2018/06/22 10:26:08
Case No. 413,1,2018/06/22 10:34:39
Case No. 414,0,2018/05/18 23:35:47
Case No. 414,1,2018/05/19 00:00:49
Case No. 414,2,2018/05/19 00:43:23
Case No. 414,5,2018/05/19 00:47:16
Case No. 414,1,2018/05/19 02:25:55
Case No. 414,1,2018/05/19 02:30:49
Case No. 414,1,2018/05/19 02:50:15
Case No. 415,0,2018/06/22 12:35:25
Case No. 415,1,2018/06/22 12:45:16
Case No. 415,1,2018/06/22 12:52:19
Case No. 415,1,2018/06/22 13:23:50
Case No. 415,1,2018/06/22 13:59:34
Case No. 415,1,2018/06/22 14:53:00
Case No. 416,0,2018/06/22 15:04:29
Case No. 416,1,2018/06/22 15:22:19
Case No. 416,1,2018/06/22 16:15:25
Case No. 416,1,2018/06/22 16:45:22
Case No. 416,1,2018/06/22 17:21:42
Case No. 416,1,2018/06/22 18:28:04
Case No. 417,0,2018/06/22 19:25:56
Case No. 417,1,2018/06/22 19:31:31
Case No. 417,1,2018/06/22 20:28:21
Case No. 417,1,2018/06/22 21:34:02
Case No. 417,1,2018/06/22 21:55:57
Case No. 417,1,2018/06/22 22:01:48
Case No. 418,0,2018/05/19 03:17:41
Case No. 418,1,2018/05/19 03:21:12
Case No. 418,2,2018/05/19 04:00:22
Case No. 418,5,2018/05/19 05:01:20
Case No. 418,1,2018/05/19 05:06:24
Case No. 418,1,2018/05/19 05:18:04
Case No. 418,1,2018/05/19 05:49:46
Case No. 419,0,2018/06/22 23:20:18
Case No. 419,1,2018/06/22 23:38:52
Case No. 419,1,2018/06/22 23:57:26
Case No. 419,1,2018/06/23 00:19:36
Case No. 419,1,2018/06/23 01:57:24
Case No. 419,1,2018/06/23 02:03:57
Case No. 420,0,2018/06/23 03:12:24
Case No. 420,1,2018/06/23 04:11:24
Case No. 420,1,2018/06/23 04:21:07
Case No. 420,1,2018/06/23 04:48:48
Case No. 420,1,2018/06/23 05:47:05
Case No. 420,1,2018/06/23 06:12:00
Case No. 421,0,2018/06/23 07:14:12
Case No. 421,1,2018/06/23 09:11:24
Case No. 421,1,2018/06/23 09:55:40
Case No. 421,1,2018/06/23 10:03:44
Case No. 421,1,2018/06/23 10:32:40
Case No. 421,1,2018/06/23 10:34:24
Case No. 422,0,2018/05/19 07:08:17
Case No. 422,1,2018/05/19 07:29:26
Case No. 422,2,2018/05/19 07:40:34
Case No. 422,5,2018/05/19 09:17:27
Case No. 422,1,2018/05/19 09:26:33
Case No. 422,1,2018/05/19 09:49:52
Case No. 422,1,2018/05/19 10:21:29
Case No. 423,0,2018/06/23 13:19:56
Case No. 423,1,2018/06/23 13:34:29
Case No. 423,1,2018/06/23 13:41:49
Case No. 423,1,2018/06/23 14:12:34
Case No. 423,1,2018/06/23 14:43:09
Case No. 423,1,2018/06/23 14:57:56
Case No. 424,0,2018/06/23 15:17:41
Case No. 424,1,2018/06/23 15:53:23
Case No. 424,1,2018/06/23 16:26:31
Case No. 424,1,2018/06/23 16:40:44
Case No. 424,1,2018/06/23 17:04:02
Case No. 424,1,2018/06/23 17:24:43
Case No. 425,0,2018/06/23 20:21:52
Case No. 425,1,2018/06/23 21:06:26
Case No. 425,1,2018/06/23 21:37:42
Case No. 425,1,2018/06/23 22:05:09
Case No. 425,1,2018/06/23 22:42:42
Case No. 425,1,2018/06/23 22:52:29
Case No. 426,0,2018/05/19 11:06:47
Case No. 426,1,2018/05/19 12:30:31
Case No. 426,2,2018/05/19 12:30:42
Case No. 426,5,2018/05/19 13:15:59
Case No. 426,1,2018/05/19 13:21:34
Case No. 426,1,2018/05/19 14:03:19
Case No. 426,1,2018/05/19 14:31:14
Case No. 427,0,2018/06/23 23:31:40
Case No. 427,1,2018/06/23 23:44:36
Case No. 427,1,2018/06/24 00:23:38
Case No. 427,1,2018/06/24 00:36:41
Case No. 427,1,2018/06/24 00:43:23
Case No. 427,1,2018/06/24 02:03:37
Case No. 428,0,2018/06/24 03:21:25
Case No. 428,1,2018/06/24 03:55:51
Case No. 428,1,2018/06/24 05:28:29
Case No. 428,1,2018/06/24 05:38:13
Case No. 428,1,2018/06/24 06:13:10
Case No. 428,1,2018/06/24 06:28:27
Case No. 429,0,2018/06/24 07:19:29
Case No. 429,1,2018/06/24 08:12:50
Case No. 429,1,2018/06/24 09:35:49
Case No. 429,1,2018/06/24 09:41:32
Case No. 429,1,2018/06/24 09:49:19
Case No. 429,1,2018/06/24 10:42:26
Case No. 430,0,2018/05/19 15:08:40
Case No. 430,1,2018/05/19 15:55:34
Case No. 430,2,2018/05/19 15:56:00
Case No. 430,5,2018/05/19 16:17:09
Case No. 430,1,2018/05/19 16:26:45
Case No. 430,1,2018/05/19 16:35:14
Case No. 430,1,2018/05/19 17:40:36
Case No. 431,0,2018/06/24 11:40:14
Case No. 431,1,2018/06/24 11:55:17
Case No. 431,1,2018/06/24 12:08:48
Case No. 431,1,2018/06/24 12:39:42
Case No. 431,1,2018/06/24 13:42:37
Case No. 431,1,2018/06/24 14:51:18
Case No. 432,0,2018/06/24 15:12:32
Case No. 432,1,2018/06/24 15:50:23
Case No. 432,1,2018/06/24 16:13:36
Case No. 432,1,2018/06/24 16:53:24
Case No. 432,1,2018/06/24 16:59:14
Case No. 432,1,2018/06/24 18:09:07
Case No. 433,0,2018/06/24 19:16:05
Case No. 433,1,2018/06/24 19:29:49
Case No. 433,1,2018/06/24 19:44:42
Case No. 433,1,2018/06/24 20:04:22
Case No. 433,1,2018/06/24 21:53:25
Case No. 433,1,2018/06/24 23:00:17
Case No. 434,0,2018/05/19 19:24:02
Case No. 434,1,2018/05/19 19:37:12
Case No. 434,2,2018/05/19 19:48:25
Case No. 434,5,2018/05/19 19:58:30
Case No. 434,1,2018/05/19 19:59:18
Case No. 434,1,2018/05/19 20:11:37
Case No. 434,1,2018/05/19 20:21:08
Case No. 435,0,2018/06/24 23:49:22
Case No. 435,1,2018/06/25 00:01:51
Case No. 435,1,2018/06/25 00:53:02
Case No. 435,1,2018/06/25 02:16:09
Case No. 435,1,2018/06/25 02:22:26
Case No. 435,1,2018/06/25 02:59:09
Case No. 436,0,2018/06/25 03:27:02
Case No. 436,1,2018/06/25 03:58:39
Case No. 436,1,2018/06/25 04:03:15
Case No. 436,1,2018/06/25 04:38:37
Case No. 436,1,2018/06/25 05:12:30
Case No. 436,1,2018/06/25 06:29:39
Case No. 437,0,2018/06/25 08:08:48
Case No. 437,1,2018/06/25 09:26:26
Case No. 437,1,2018/06/25 09:48:06
Case No. 437,1,2018/06/25 09:49:37
Case No. 437,1,2018/06/25 09:55:26
Case No. 437,1,2018/06/25 10:14:05
Case No. 438,0,2018/05/19 23:17:26
Case No. 438,1,2018/05/19 23:19:54
Case No. 438,2,2018/05/19 23:40:31
Case No. 438,5,2018/05/20 00:25:25
Case No. 438,1,2018/05/20 00:46:54
Case No. 438,1,2018/05/20 01:07:20
Case No. 438,1,2018/05/20 02:21:17
Case No. 439,0,2018/06/25 11:10:44
Case No. 439,1,2018/06/25 11:49:10
Case No. 439,1,2018/06/25 12:55:10
Case No. 439,1,2018/06/25 13:09:31
Case No. 439,1,2018/06/25 14:23:34
Case No. 439,1,2018/06/25 14:33:14
Case No. 440,0,2018/06/25 15:31:24
Case No. 440,1,2018/06/25 16:41:36
Case No. 440,1,2018/06/25 16:50:56
Case No. 440,1,2018/06/25 17:33:11
Case No. 440,1,2018/06/25 17:40:31
Case No. 440,1,2018/06/25 18:20:52
Case No. 441,0,2018/06/25 20:02:29
Case No. 441,1,2018/06/25 20:18:46
Case No. 441,1,2018/06/25 20:38:48
Case No. 441,1,2018/06/25 21:28:50
Case No. 441,1,2018/06/25 22:16:18
Case No. 441,1,2018/06/25 22:48:34
Case No. 442,0,2018/05/20 04:04:11
Case No. 442,1,2018/05/20 04:10:48
Case No. 442,2,2018/05/20 04:36:10
Case No. 442,5,2018/05/20 06:14:41
Case No. 442,1,2018/05/20 06:19:35
Case No. 442,1,2018/05/20 06:55:09
Case No. 442,1,2018/05/20 07:04:33
Case No. 443,0,2018/06/25 23:34:04
Case No. 443,1,2018/06/26 00:21:15
Case No. 443,1,2018/06/26 00:29:04
Case No. 443,1,2018/06/26 01:38:02
Case No. 443,1,2018/06/26 01:38:36
Case No. 443,1,2018/06/26 02:24:40
Case No. 444,0,2018/06/26 03:52:24
Case No. 444,1,2018/06/26 04:59:15
Case No. 444,1,2018/06/26 05:48:07
Case No. 444,1,2018/06/26 06:02:03
Case No. 444,1,2018/06/26 06:29:44
Case No. 444,1,2018/06/26 06:49:21
Case No. 445,0,2018/06/26 07:24:01
Case No. 445,1,2018/06/26 08:38:18
Case No. 445,1,2018/06/26 08:56:35
Case No. 445,1,2018/06/26 09:23:36
Case No. 445,1,2018/06/26 10:38:32
Case No. 445,1,2018/06/26 10:51:03
Case No. 446,0,2018/05/20 07:52:03
Case No. 446,1,2018/05/20 08:08:33
Case No. 446,2,2018/05/20 08:32:42
Case No. 446,5,2018/05/20 08:48:42
Case No. 446,1,2018/05/20 08:53:09
Case No. 446,1,2018/05/20 08:55:42
Case No. 446,1,2018/05/20 10:29:42
Case No. 447,0,2018/06/26 11:38:04
Case No. 447,1,2018/06/26 11:45:44
Case No. 447,1,2018/06/26 11:53:30
Case No. 447,1,2018/06/26 12:06:35
Case No. 447,1,2018/06/26 12:55:28
Case No. 447,1,2018/06/26 14:15:28
Case No. 448,0,2018/06/26 15:05:20
