CaseID,ActivityID,CompleteTimestamp,GroupID
Case No. 469,3,2018/03/23 11:37:31,1
Case No. 469,3,2018/03/23 11:44:00,3
Case No. 469,3,2018/03/23 11:46:14,3
Case No. 469,6,2018/03/23 13:19:32,3
Case No. 469,3,2018/03/23 13:19:44,3
Case No. 469,3,2018/03/23 13:38:24,3
Case No. 469,3,2018/03/23 15:14:31,3
Case No. 470,6,2018/03/23 15:25:23,2
Case No. 470,3,2018/03/23 15:53:15,2
Case No. 470,3,2018/03/23 16:10:22,3
Case No. 470,3,2018/03/23 16:33:29,3
Case No. 470,6,2018/03/23 16:52:47,3
Case No. 470,3,2018/03/23 17:49:33,3
Case No. 470,3,2018/03/23 18:13:19,3
Case No. 470,3,2018/03/23 19:19:25,3
Case No. 471,6,2018/03/23 19:20:12,1
Case No. 471,3,2018/03/23 19:49:13,2
Case No. 471,3,2018/03/23 20:33:40,3
Case No. 471,3,2018/03/23 20:51:59,3
Case No. 471,6,2018/03/23 20:57:00,3
Case No. 471,3,2018/03/23 21:12:24,3
Case No. 471,3,2018/03/23 21:45:39,3
Case No. 471,3,2018/03/23 22:32:40,3
Case No. 472,6,2018/03/24 00:12:07,2
Case No. 472,3,2018/03/24 00:12:09,1
Case No. 472,3,2018/03/24 00:30:16,2
Case No. 472,3,2018/03/24 00:41:31,3
Case No. 472,6,2018/03/24 01:00:40,3
Case No. 472,3,2018/03/24 01:16:12,3
Case No. 472,3,2018/03/24 01:16:14,3
Case No. 472,3,2018/03/24 02:27:51,3
Case No. 473,6,2018/03/24 03:21:58,3
Case No. 473,3,2018/03/24 04:08:17,3
Case No. 473,3,2018/03/24 04:29:31,1
Case No. 473,3,2018/03/24 04:56:25,3
Case No. 473,6,2018/03/24 05:51:40,3
Case No. 473,3,2018/03/24 06:00:36,3
Case No. 473,3,2018/03/24 06:53:40,3
Case No. 473,3,2018/03/24 07:12:14,3
Case No. 474,6,2018/03/24 09:21:01,3
Case No. 474,3,2018/03/24 09:22:50,3
Case No. 474,3,2018/03/24 09:38:25,2
Case No. 474,3,2018/03/24 09:46:53,3
Case No. 474,6,2018/03/24 09:53:53,3
Case No. 474,3,2018/03/24 10:05:06,3
Case No. 474,3,2018/03/24 10:18:45,3
Case No. 474,3,2018/03/24 10:40:39,3
Case No. 475,6,2018/03/24 11:22:48,1
Case No. 475,3,2018/03/24 12:31:51,3
Case No. 475,3,2018/03/24 12:41:28,1
Case No. 475,3,2018/03/24 12:59:02,3
Case No. 475,6,2018/03/24 13:04:14,3
Case No. 475,3,2018/03/24 14:09:44,3
Case No. 475,3,2018/03/24 14:34:18,3
Case No. 475,3,2018/03/24 14:41:07,3
Case No. 476,6,2018/03/24 15:23:24,2
Case No. 476,3,2018/03/24 15:29:05,3
Case No. 476,3,2018/03/24 15:30:57,2
Case No. 476,3,2018/03/24 16:54:29,3
Case No. 476,6,2018/03/24 18:09:53,3
Case No. 476,3,2018/03/24 18:16:35,3
Case No. 476,3,2018/03/24 18:19:53,3
Case No. 476,3,2018/03/24 19:16:07,3
Case No. 477,6,2018/03/24 19:34:37,1
Case No. 477,3,2018/03/24 19:56:31,3
Case No. 477,3,2018/03/24 21:17:44,2
Case No. 477,3,2018/03/24 21:27:45,3
Case No. 477,6,2018/03/24 21:34:26,3
Case No. 477,3,2018/03/24 21:48:34,3
Case No. 477,3,2018/03/24 22:01:50,3
Case No. 477,3,2018/03/24 22:42:08,3
Case No. 478,6,2018/03/24 23:46:22,2
Case No. 478,3,2018/03/25 00:13:03,3
Case No. 478,3,2018/03/25 01:28:39,1
Case No. 478,3,2018/03/25 01:30:19,3
Case No. 478,6,2018/03/25 01:42:58,3
Case No. 478,3,2018/03/25 03:37:37,3
Case No. 478,3,2018/03/25 03:38:02,3
Case No. 478,3,2018/03/25 03:02:40,3
Case No. 479,6,2018/03/25 03:31:11,2
Case No. 479,3,2018/03/25 03:57:04,1
Case No. 479,3,2018/03/25 04:30:51,1
Case No. 479,3,2018/03/25 04:40:32,3
Case No. 479,6,2018/03/25 05:28:04,3
Case No. 479,3,2018/03/25 05:52:48,3
Case No. 479,3,2018/03/25 06:23:55,3
Case No. 479,3,2018/03/25 07:19:41,3
Case No. 480,6,2018/03/25 07:36:40,3
Case No. 480,3,2018/03/25 07:40:55,2
Case No. 480,3,2018/03/25 08:13:44,2
Case No. 480,3,2018/03/25 08:20:39,3
Case No. 480,6,2018/03/25 09:23:45,3
Case No. 480,3,2018/03/25 10:18:01,3
Case No. 480,3,2018/03/25 10:40:50,3
Case No. 480,3,2018/03/25 10:46:44,3
Case No. 481,6,2018/03/25 11:49:07,3
Case No. 481,3,2018/03/25 11:50:31,1
Case No. 481,3,2018/03/25 13:28:51,2
Case No. 481,3,2018/03/25 14:05:11,3
Case No. 481,6,2018/03/25 14:08:13,3
Case No. 481,3,2018/03/25 14:29:46,3
Case No. 481,3,2018/03/25 14:30:03,3
Case No. 481,3,2018/03/25 15:14:54,3
Case No. 482,6,2018/03/25 16:28:08,3
Case No. 482,3,2018/03/25 16:29:52,1
Case No. 482,3,2018/03/25 16:45:42,1
Case No. 482,3,2018/03/25 16:50:54,3
Case No. 482,6,2018/03/25 16:51:06,3
Case No. 482,3,2018/03/25 17:05:55,3
Case No. 482,3,2018/03/25 17:08:56,3
Case No. 482,3,2018/03/25 18:44:21,3
Case No. 483,6,2018/03/25 19:23:59,3
Case No. 483,3,2018/03/25 19:34:02,2
Case No. 483,3,2018/03/25 20:00:13,1
Case No. 483,3,2018/03/25 20:01:17,3
Case No. 483,6,2018/03/25 20:46:40,3
Case No. 483,3,2018/03/25 21:16:37,3
Case No. 483,3,2018/03/25 22:06:46,3
Case No. 483,3,2018/03/25 23:02:37,3
Case No. 484,1,2018/03/22 12:42:35,2
Case No. 484,1,2018/03/22 13:09:39,1
Case No. 484,1,2018/03/22 13:12:07,1
Case No. 484,1,2018/03/22 13:34:47,1
Case No. 484,1,2018/03/22 13:43:23,1
Case No. 484,1,2018/03/22 13:48:29,1
Case No. 484,1,2018/03/22 14:12:41,1
Case No. 484,1,2018/03/22 14:46:49,1
Case No. 485,1,2018/03/22 15:30:10,2
Case No. 485,1,2018/03/22 16:19:10,3
Case No. 485,1,2018/03/22 16:30:27,1
Case No. 485,1,2018/03/22 16:48:24,1
Case No. 485,1,2018/03/22 17:04:37,1
Case No. 485,1,2018/03/22 17:43:35,1
Case No. 485,1,2018/03/22 18:14:16,1
Case No. 485,1,2018/03/22 18:42:26,1
Case No. 486,1,2018/03/22 19:49:39,2
Case No. 486,3,2018/03/22 20:00:47,2
Case No. 486,1,2018/03/22 21:04:52,1
Case No. 486,1,2018/03/22 21:19:36,1
Case No. 486,1,2018/03/22 22:36:04,1
Case No. 486,1,2018/03/22 22:38:08,1
Case No. 486,1,2018/03/22 22:58:13,1
Case No. 486,1,2018/03/22 23:09:12,1
Case No. 487,1,2018/03/22 23:54:16,2
Case No. 487,3,2018/03/22 23:59:05,1
Case No. 487,1,2018/03/23 00:04:45,1
Case No. 487,1,2018/03/23 00:58:09,1
Case No. 487,1,2018/03/23 01:32:22,1
Case No. 487,1,2018/03/23 02:24:03,1
Case No. 487,1,2018/03/23 02:35:01,1
Case No. 487,1,2018/03/23 02:41:37,1
Case No. 488,1,2018/03/23 03:24:58,2
Case No. 488,3,2018/03/23 04:07:09,3
Case No. 488,1,2018/03/23 04:53:25,1
Case No. 488,1,2018/03/23 05:07:19,1
Case No. 488,1,2018/03/23 05:20:36,1
Case No. 488,1,2018/03/23 05:22:44,1
Case No. 488,1,2018/03/23 06:47:49,1
Case No. 488,1,2018/03/23 06:59:07,1
Case No. 489,1,2018/03/23 07:31:43,2
Case No. 489,2,2018/03/23 08:32:53,1
Case No. 489,1,2018/03/23 09:23:46,1
Case No. 489,1,2018/03/23 09:43:30,1
Case No. 489,1,2018/03/23 09:55:51,1
Case No. 489,1,2018/03/23 11:10:12,1
Case No. 489,1,2018/03/23 11:11:08,1
Case No. 489,1,2018/03/23 11:14:30,1
Case No. 490,1,2018/03/23 11:23:05,2
Case No. 490,4,2018/03/23 11:24:28,2
Case No. 490,1,2018/03/23 11:35:54,1
Case No. 490,1,2018/03/23 13:07:37,1
Case No. 490,1,2018/03/23 13:57:19,1
Case No. 490,1,2018/03/23 14:06:21,1
Case No. 490,1,2018/03/23 14:47:14,1
Case No. 490,1,2018/03/23 15:00:50,1
Case No. 491,1,2018/03/23 15:29:36,2
Case No. 491,4,2018/03/23 15:56:35,1
Case No. 491,1,2018/03/23 16:27:59,1
Case No. 491,1,2018/03/23 16:41:53,1
Case No. 491,1,2018/03/23 17:02:27,1
Case No. 491,1,2018/03/23 17:13:34,1
Case No. 491,1,2018/03/23 17:36:58,1
Case No. 491,1,2018/03/23 18:12:43,1
Case No. 492,1,2018/03/23 19:47:15,2
Case No. 492,4,2018/03/23 20:13:29,3
Case No. 492,1,2018/03/23 21:02:11,1
Case No. 492,1,2018/03/23 21:24:51,1
Case No. 492,1,2018/03/23 21:56:18,1
Case No. 492,1,2018/03/23 22:00:40,1
Case No. 492,1,2018/03/23 22:18:57,1
Case No. 492,1,2018/03/23 23:06:31,1
Case No. 493,1,2018/03/23 23:29:09,2
Case No. 493,2,2018/03/23 23:41:08,3
Case No. 493,1,2018/03/24 01:39:53,1
Case No. 493,1,2018/03/24 01:40:12,1
Case No. 493,1,2018/03/24 02:01:42,1
Case No. 493,1,2018/03/24 02:13:22,1
Case No. 493,1,2018/03/24 02:36:10,1
Case No. 493,1,2018/03/24 02:54:21,1
Case No. 494,1,2018/03/24 04:03:07,2
Case No. 494,6,2018/03/24 04:57:20,2
Case No. 494,1,2018/03/24 05:35:33,1
Case No. 494,1,2018/03/24 06:23:28,1
Case No. 494,1,2018/03/24 06:39:47,1
Case No. 494,1,2018/03/24 07:00:49,1
Case No. 494,1,2018/03/24 07:13:39,1
Case No. 494,1,2018/03/24 07:17:38,1
Case No. 495,1,2018/03/24 07:32:44,2
Case No. 495,6,2018/03/24 07:42:18,1
Case No. 495,1,2018/03/24 07:56:38,1
Case No. 495,1,2018/03/24 08:16:33,1
Case No. 495,1,2018/03/24 08:56:50,1
Case No. 495,1,2018/03/24 09:11:45,1
Case No. 495,1,2018/03/24 10:14:42,1
Case No. 495,1,2018/03/24 10:55:42,1
Case No. 496,1,2018/03/24 11:21:58,2
Case No. 496,2,2018/03/24 11:26:30,2
Case No. 496,1,2018/03/24 11:38:04,1
Case No. 496,1,2018/03/24 13:09:55,1
Case No. 496,1,2018/03/24 13:36:32,1
Case No. 496,1,2018/03/24 14:19:00,1
Case No. 496,1,2018/03/24 14:44:57,1
Case No. 496,1,2018/03/24 15:08:26,1
Case No. 497,1,2018/03/24 15:55:52,2
Case No. 497,5,2018/03/24 17:03:44,2
Case No. 497,1,2018/03/24 17:15:58,1
Case No. 497,1,2018/03/24 17:26:32,1
Case No. 497,1,2018/03/24 17:55:08,1
Case No. 497,1,2018/03/24 18:57:28,1
Case No. 497,1,2018/03/24 19:08:29,1
Case No. 497,1,2018/03/24 19:11:29,1
Case No. 498,1,2018/03/24 20:14:20,2
Case No. 498,5,2018/03/24 20:32:08,1
Case No. 498,1,2018/03/24 21:14:43,1
Case No. 498,1,2018/03/24 21:29:45,1
Case No. 498,1,2018/03/24 21:43:21,1
Case No. 498,1,2018/03/24 22:11:14,1
Case No. 498,1,2018/03/24 22:49:05,1
Case No. 498,1,2018/03/24 22:57:11,1
Case No. 499,1,2018/03/24 23:26:20,2
Case No. 499,5,2018/03/25 00:13:52,3
Case No. 499,1,2018/03/25 01:15:42,1
Case No. 499,1,2018/03/25 01:39:23,1
Case No. 499,1,2018/03/25 03:00:46,1
Case No. 499,1,2018/03/25 03:26:12,1
Case No. 499,1,2018/03/25 03:53:33,1
Case No. 499,1,2018/03/25 03:10:37,1
Case No. 500,1,2018/03/25 03:41:25,2
Case No. 500,6,2018/03/25 04:10:45,3
Case No. 500,1,2018/03/25 04:13:16,1
Case No. 500,1,2018/03/25 04:16:11,1
Case No. 500,1,2018/03/25 04:24:10,1
Case No. 500,1,2018/03/25 04:37:55,1
Case No. 500,1,2018/03/25 04:56:53,1
Case No. 500,1,2018/03/25 06:27:53,1
Case No. 501,1,2018/03/25 08:23:34,2
Case No. 501,1,2018/03/25 08:39:05,2
Case No. 501,1,2018/03/25 08:59:32,1
Case No. 501,1,2018/03/25 09:16:13,1
Case No. 501,1,2018/03/25 10:12:17,1
Case No. 501,1,2018/03/25 10:15:58,1
Case No. 501,1,2018/03/25 11:01:31,1
Case No. 501,1,2018/03/25 11:10:51,1
Case No. 502,1,2018/03/25 11:29:16,2
Case No. 502,0,2018/03/25 11:46:58,3
Case No. 502,1,2018/03/25 12:07:00,1
Case No. 502,1,2018/03/25 12:08:26,1
Case No. 502,1,2018/03/25 12:58:56,1
Case No. 502,1,2018/03/25 14:20:39,1
Case No. 502,1,2018/03/25 14:49:10,1
Case No. 502,1,2018/03/25 14:56:40,1
Case No. 503,1,2018/03/25 15:37:14,2
Case No. 503,0,2018/03/25 15:45:31,2
Case No. 503,1,2018/03/25 15:51:58,1
Case No. 503,1,2018/03/25 16:25:12,1
Case No. 503,1,2018/03/25 17:26:00,1
Case No. 503,1,2018/03/25 17:59:21,1
Case No. 503,1,2018/03/25 18:29:46,1
Case No. 503,1,2018/03/25 19:17:38,1
Case No. 504,1,2018/03/25 19:37:10,2
Case No. 504,0,2018/03/25 20:08:18,1
Case No. 504,1,2018/03/25 20:19:31,1
Case No. 504,1,2018/03/25 20:30:09,1
Case No. 504,1,2018/03/25 21:18:34,1
Case No. 504,1,2018/03/25 21:36:31,1
Case No. 504,1,2018/03/25 21:54:35,1
Case No. 504,1,2018/03/25 22:04:51,1
Case No. 505,3,2018/03/22 11:23:53,0
Case No. 505,3,2018/03/22 12:09:43,1
Case No. 505,3,2018/03/22 12:16:02,0
Case No. 505,3,2018/03/22 13:43:09,0
Case No. 505,3,2018/03/22 13:46:49,1
Case No. 505,3,2018/03/22 14:23:09,0
Case No. 505,3,2018/03/22 14:27:51,0
Case No. 505,3,2018/03/22 14:55:20,1
Case No. 506,3,2018/03/22 15:45:14,1
Case No. 506,3,2018/03/22 16:44:13,1
Case No. 506,3,2018/03/22 17:20:00,0
Case No. 506,3,2018/03/22 17:36:21,1
Case No. 506,3,2018/03/22 17:52:25,1
Case No. 506,3,2018/03/22 18:09:51,0
Case No. 506,3,2018/03/22 18:20:06,1
Case No. 506,3,2018/03/22 18:51:37,1
Case No. 507,3,2018/03/22 21:12:51,1
Case No. 507,3,2018/03/22 21:26:53,1
Case No. 507,3,2018/03/22 22:00:43,1
Case No. 507,3,2018/03/22 22:10:48,1
Case No. 507,3,2018/03/22 22:37:05,1
Case No. 507,3,2018/03/22 22:48:03,1
Case No. 507,3,2018/03/22 23:09:35,1
Case No. 507,3,2018/03/22 23:13:49,1
Case No. 508,3,2018/03/22 23:27:42,2
Case No. 508,3,2018/03/22 23:49:02,1
Case No. 508,3,2018/03/23 00:17:17,1
Case No. 508,3,2018/03/23 01:08:22,1
Case No. 508,3,2018/03/23 01:41:52,1
Case No. 508,3,2018/03/23 02:16:43,1
Case No. 508,3,2018/03/23 02:27:13,1
Case No. 508,3,2018/03/23 02:59:27,1
Case No. 509,3,2018/03/23 03:28:22,3
Case No. 509,3,2018/03/23 03:36:28,1
Case No. 509,3,2018/03/23 04:47:30,1
Case No. 509,3,2018/03/23 05:00:12,1
Case No. 509,3,2018/03/23 05:34:06,1
Case No. 509,3,2018/03/23 05:37:08,1
Case No. 509,3,2018/03/23 06:22:56,1
Case No. 509,3,2018/03/23 06:47:37,1
Case No. 510,3,2018/03/23 08:58:55,3
Case No. 510,3,2018/03/23 09:08:34,2
Case No. 510,3,2018/03/23 09:59:30,1
Case No. 510,3,2018/03/23 10:10:28,1
Case No. 510,3,2018/03/23 10:13:20,1
Case No. 510,3,2018/03/23 10:43:06,1
Case No. 510,3,2018/03/23 10:54:28,1
Case No. 510,3,2018/03/23 10:57:40,1
Case No. 511,3,2018/03/23 12:40:22,1
Case No. 511,3,2018/03/23 12:50:54,2
Case No. 511,3,2018/03/23 13:16:31,1
Case No. 511,3,2018/03/23 13:20:03,1
Case No. 511,3,2018/03/23 13:37:33,1
Case No. 511,3,2018/03/23 13:41:44,1
Case No. 511,3,2018/03/23 14:29:26,1
Case No. 511,3,2018/03/23 14:51:50,1
Case No. 512,3,2018/03/23 15:35:04,1
Case No. 512,3,2018/03/23 16:27:22,3
Case No. 512,3,2018/03/23 16:50:07,1
Case No. 512,3,2018/03/23 17:02:45,1
Case No. 512,3,2018/03/23 17:34:21,1
Case No. 512,3,2018/03/23 18:19:15,1
Case No. 512,3,2018/03/23 18:20:13,1
Case No. 512,3,2018/03/23 18:37:16,1
Case No. 513,3,2018/03/23 19:26:24,3
Case No. 513,3,2018/03/23 20:02:12,3
Case No. 513,3,2018/03/23 20:26:48,1
Case No. 513,3,2018/03/23 20:29:56,1
Case No. 513,3,2018/03/23 20:32:25,1
Case No. 513,3,2018/03/23 21:45:24,1
Case No. 513,3,2018/03/23 22:08:48,1
Case No. 513,3,2018/03/23 22:48:15,1
Case No. 514,3,2018/03/23 23:34:46,2
Case No. 514,3,2018/03/23 23:40:04,2
Case No. 514,3,2018/03/23 23:56:54,1
Case No. 514,3,2018/03/24 00:03:38,1
Case No. 514,3,2018/03/24 00:06:59,1
Case No. 514,3,2018/03/24 00:16:54,1
Case No. 514,3,2018/03/24 01:37:27,1
Case No. 514,3,2018/03/24 02:21:38,1
Case No. 515,3,2018/03/24 03:29:07,2
Case No. 515,3,2018/03/24 03:55:58,3
Case No. 515,3,2018/03/24 04:32:10,1
Case No. 515,3,2018/03/24 04:43:51,1
Case No. 515,3,2018/03/24 04:54:34,1
Case No. 515,3,2018/03/24 06:25:53,1
Case No. 515,3,2018/03/24 06:26:25,1
Case No. 515,3,2018/03/24 07:12:14,1
Case No. 516,3,2018/03/24 07:55:51,2
Case No. 516,3,2018/03/24 07:56:29,3
Case No. 516,3,2018/03/24 08:38:09,3
Case No. 516,3,2018/03/24 09:08:13,1
Case No. 516,3,2018/03/24 09:15:24,1
Case No. 516,3,2018/03/24 09:46:51,1
Case No. 516,3,2018/03/24 10:53:41,1
Case No. 516,3,2018/03/24 11:11:07,1
Case No. 517,3,2018/03/24 11:42:04,1
Case No. 517,3,2018/03/24 12:42:11,1
Case No. 517,3,2018/03/24 12:44:51,2
Case No. 517,3,2018/03/24 13:00:17,1
Case No. 517,3,2018/03/24 13:45:30,1
Case No. 517,3,2018/03/24 14:20:39,1
Case No. 517,3,2018/03/24 14:55:32,1
Case No. 517,3,2018/03/24 15:06:53,1
Case No. 518,3,2018/03/24 15:22:17,1
Case No. 518,3,2018/03/24 16:14:03,1
Case No. 518,3,2018/03/24 16:33:52,3
Case No. 518,3,2018/03/24 16:37:03,1
Case No. 518,3,2018/03/24 16:55:16,1
Case No. 518,3,2018/03/24 17:29:01,1
Case No. 518,3,2018/03/24 17:35:42,1
Case No. 518,3,2018/03/24 17:41:34,1
Case No. 519,3,2018/03/24 20:18:24,3
Case No. 519,3,2018/03/24 20:29:44,1
Case No. 519,3,2018/03/24 20:54:30,3
Case No. 519,3,2018/03/24 21:09:44,1
Case No. 519,3,2018/03/24 21:53:20,1
Case No. 519,3,2018/03/24 22:01:35,1
Case No. 519,3,2018/03/24 22:38:18,1
Case No. 519,3,2018/03/24 23:00:55,1
Case No. 520,3,2018/03/24 23:31:11,2
Case No. 520,3,2018/03/24 23:42:03,1
Case No. 520,3,2018/03/24 23:50:24,2
Case No. 520,3,2018/03/25 00:21:10,1
Case No. 520,3,2018/03/25 01:28:19,1
Case No. 520,3,2018/03/25 03:45:26,1
Case No. 520,3,2018/03/25 03:47:05,1
Case No. 520,3,2018/03/25 03:07:41,1
Case No. 521,3,2018/03/25 03:33:30,3
Case No. 521,3,2018/03/25 04:59:25,1
Case No. 521,3,2018/03/25 05:06:59,2
Case No. 521,3,2018/03/25 05:41:11,1
Case No. 521,3,2018/03/25 06:27:40,1
Case No. 521,3,2018/03/25 06:31:35,1
Case No. 521,3,2018/03/25 06:59:29,1
Case No. 521,3,2018/03/25 07:12:27,1
Case No. 522,3,2018/03/25 08:13:34,2
Case No. 522,3,2018/03/25 08:56:23,1
Case No. 522,3,2018/03/25 09:01:51,3
Case No. 522,3,2018/03/25 09:04:26,1
Case No. 522,3,2018/03/25 09:33:44,1
Case No. 522,3,2018/03/25 10:01:32,1
Case No. 522,3,2018/03/25 10:08:53,1
Case No. 522,3,2018/03/25 10:19:27,1
Case No. 523,3,2018/03/25 11:31:07,3
Case No. 523,3,2018/03/25 11:40:50,3
Case No. 523,3,2018/03/25 11:46:17,3
Case No. 523,3,2018/03/25 12:27:14,1
Case No. 523,3,2018/03/25 13:46:50,1
Case No. 523,3,2018/03/25 13:48:13,1
Case No. 523,3,2018/03/25 15:11:46,1
Case No. 523,3,2018/03/25 15:17:05,1
Case No. 524,3,2018/03/25 16:16:10,1
Case No. 524,3,2018/03/25 16:24:08,2
Case No. 524,3,2018/03/25 17:18:29,2
Case No. 524,3,2018/03/25 18:23:32,1
Case No. 524,3,2018/03/25 18:30:51,1
Case No. 524,3,2018/03/25 18:39:25,1
Case No. 524,3,2018/03/25 18:41:46,1
Case No. 524,3,2018/03/25 18:42:48,1
Case No. 525,3,2018/03/25 20:41:47,1
Case No. 525,3,2018/03/25 21:03:03,3
Case No. 525,3,2018/03/25 21:36:41,2
Case No. 525,3,2018/03/25 21:45:29,1
Case No. 525,3,2018/03/25 22:23:18,1
Case No. 525,3,2018/03/25 22:33:50,1
Case No. 525,3,2018/03/25 22:37:47,1
Case No. 525,3,2018/03/25 23:09:38,1
Case No. 526,1,2018/03/22 13:13:01,1
Case No. 526,1,2018/03/22 13:30:13,1
Case No. 526,1,2018/03/22 13:35:29,1
Case No. 526,1,2018/03/22 13:52:41,1
Case No. 526,1,2018/03/22 14:24:02,1
Case No. 526,1,2018/03/22 14:24:42,1
Case No. 526,1,2018/03/22 14:48:34,1
Case No. 526,1,2018/03/22 14:50:10,1
Case No. 526,1,2018/03/22 15:03:58,1
Case No. 527,1,2018/03/22 16:22:09,0
Case No. 527,1,2018/03/22 16:58:51,1
Case No. 527,1,2018/03/22 17:08:56,1
Case No. 527,1,2018/03/22 17:19:47,1
Case No. 527,1,2018/03/22 17:59:03,1
Case No. 527,1,2018/03/22 18:21:55,1
Case No. 527,1,2018/03/22 18:57:47,1
Case No. 527,1,2018/03/22 19:03:28,1
Case No. 527,1,2018/03/22 19:04:27,1
Case No. 528,1,2018/03/22 19:22:43,2
Case No. 528,1,2018/03/22 19:53:45,1
Case No. 528,1,2018/03/22 19:59:30,1
Case No. 528,1,2018/03/22 20:08:46,1
Case No. 528,1,2018/03/22 20:12:47,1
Case No. 528,1,2018/03/22 21:16:03,1
Case No. 528,1,2018/03/22 21:35:23,1
Case No. 528,1,2018/03/22 21:49:04,1
Case No. 528,1,2018/03/22 22:48:46,1
Case No. 529,1,2018/03/23 00:07:48,3
Case No. 529,1,2018/03/23 00:51:45,1
Case No. 529,1,2018/03/23 00:55:50,1
Case No. 529,1,2018/03/23 02:10:51,1
Case No. 529,1,2018/03/23 02:14:23,1
Case No. 529,1,2018/03/23 02:22:11,1
Case No. 529,1,2018/03/23 02:31:57,1
Case No. 529,1,2018/03/23 02:44:29,1
Case No. 529,1,2018/03/23 03:17:13,1
Case No. 530,1,2018/03/23 03:33:07,3
Case No. 530,1,2018/03/23 03:40:42,2
Case No. 530,1,2018/03/23 03:44:31,1
Case No. 530,1,2018/03/23 04:07:06,1
Case No. 530,1,2018/03/23 04:30:02,1
Case No. 530,1,2018/03/23 05:37:10,1
Case No. 530,1,2018/03/23 05:39:41,1
Case No. 530,1,2018/03/23 06:22:06,1
Case No. 530,1,2018/03/23 06:42:04,1
Case No. 531,1,2018/03/23 07:33:46,1
Case No. 531,1,2018/03/23 08:12:14,2
Case No. 531,1,2018/03/23 08:23:07,1
Case No. 531,1,2018/03/23 09:00:57,1
Case No. 531,1,2018/03/23 09:04:06,1
Case No. 531,1,2018/03/23 09:14:34,1
Case No. 531,1,2018/03/23 09:15:29,1
Case No. 531,1,2018/03/23 09:35:21,1
Case No. 531,1,2018/03/23 10:37:21,1
Case No. 532,1,2018/03/23 11:48:40,1
Case No. 532,1,2018/03/23 11:49:11,0
Case No. 532,1,2018/03/23 12:32:43,1
Case No. 532,1,2018/03/23 12:53:19,1
Case No. 532,1,2018/03/23 13:45:46,1
Case No. 532,1,2018/03/23 13:50:52,1
Case No. 532,1,2018/03/23 13:57:21,1
Case No. 532,1,2018/03/23 14:25:10,1
Case No. 532,1,2018/03/23 15:10:27,1
Case No. 533,1,2018/03/23 16:21:27,1
Case No. 533,1,2018/03/23 17:06:33,3
Case No. 533,1,2018/03/23 17:18:48,1
Case No. 533,1,2018/03/23 17:21:47,1
Case No. 533,1,2018/03/23 17:54:19,1
Case No. 533,1,2018/03/23 18:29:26,1
Case No. 533,1,2018/03/23 18:54:04,1
Case No. 533,1,2018/03/23 18:58:55,1
Case No. 533,1,2018/03/23 18:59:22,1
Case No. 534,1,2018/03/23 19:22:51,0
Case No. 534,1,2018/03/23 19:33:53,3
Case No. 534,1,2018/03/23 20:02:56,1
Case No. 534,1,2018/03/23 20:27:08,1
Case No. 534,1,2018/03/23 21:05:15,1
Case No. 534,1,2018/03/23 22:08:02,1
Case No. 534,1,2018/03/23 22:29:32,1
Case No. 534,1,2018/03/23 22:36:20,1
Case No. 534,1,2018/03/23 22:40:25,1
Case No. 535,1,2018/03/23 23:31:42,2
Case No. 535,1,2018/03/24 00:00:39,2
Case No. 535,1,2018/03/24 00:38:25,1
Case No. 535,1,2018/03/24 00:40:35,1
Case No. 535,1,2018/03/24 00:45:01,1
Case No. 535,1,2018/03/24 00:53:01,1
Case No. 535,1,2018/03/24 00:59:09,1
Case No. 535,1,2018/03/24 02:35:08,1
Case No. 535,1,2018/03/24 03:13:56,1
Case No. 536,1,2018/03/24 03:21:05,2
Case No. 536,1,2018/03/24 04:24:58,3
Case No. 536,1,2018/03/24 04:42:30,1
Case No. 536,1,2018/03/24 05:10:02,1
Case No. 536,1,2018/03/24 05:35:04,1
Case No. 536,1,2018/03/24 06:04:06,1
Case No. 536,1,2018/03/24 06:36:55,1
Case No. 536,1,2018/03/24 06:55:31,1
Case No. 536,1,2018/03/24 06:56:21,1
Case No. 537,1,2018/03/24 07:24:12,0
Case No. 537,1,2018/03/24 07:38:31,2
Case No. 537,1,2018/03/24 09:08:17,1
Case No. 537,1,2018/03/24 09:57:23,1
Case No. 537,1,2018/03/24 10:11:08,1
Case No. 537,1,2018/03/24 10:15:41,1
Case No. 537,1,2018/03/24 10:27:15,1
Case No. 537,1,2018/03/24 10:56:35,1
Case No. 537,1,2018/03/24 11:09:30,1
Case No. 538,1,2018/03/24 11:57:04,3
Case No. 538,1,2018/03/24 12:04:09,3
Case No. 538,1,2018/03/24 12:20:24,1
Case No. 538,1,2018/03/24 12:35:29,1
Case No. 538,1,2018/03/24 14:11:37,1
Case No. 538,1,2018/03/24 14:36:56,1
Case No. 538,1,2018/03/24 14:55:10,1
Case No. 538,1,2018/03/24 15:05:08,1
Case No. 538,1,2018/03/24 15:12:24,1
Case No. 539,1,2018/03/24 15:41:44,2
Case No. 539,1,2018/03/24 16:57:48,0
Case No. 539,1,2018/03/24 17:12:52,1
Case No. 539,1,2018/03/24 17:40:45,1
Case No. 539,1,2018/03/24 17:45:09,1
Case No. 539,1,2018/03/24 18:52:58,1
Case No. 539,1,2018/03/24 18:56:32,1
Case No. 539,1,2018/03/24 19:09:10,1
Case No. 539,1,2018/03/24 19:16:31,1
Case No. 540,1,2018/03/24 19:39:14,0
