CaseID,ActivityID,CompleteTimestamp,attribute1,attribute2,attribute3,attribute4,attribute5
Case No. 56,1,2018/07/06 16:31:13,2,3,2,0,2
Case No. 56,1,2018/07/06 16:32:14,2,3,0,0,3
Case No. 56,7,2018/07/06 16:54:33,3,3,0,0,3
Case No. 56,7,2018/07/06 16:57:20,2,3,0,3,0
Case No. 56,1,2018/07/06 17:01:23,2,3,0,0,3
Case No. 56,1,2018/07/06 17:25:56,1,3,0,0,3
Case No. 56,1,2018/07/06 17:40:37,2,2,0,1,3
Case No. 56,4,2018/07/06 17:48:55,1,2,0,0,3
Case No. 56,7,2018/07/06 17:51:57,2,3,0,3,3
Case No. 56,1,2018/07/06 17:56:37,2,1,0,1,3
Case No. 56,0,2018/07/06 18:06:12,1,3,3,2,0
Case No. 56,7,2018/07/06 18:07:35,1,1,3,1,0
Case No. 56,7,2018/07/06 18:18:58,2,3,0,0,3
Case No. 57,0,2018/07/06 18:54:31,0,3,2,1,1
Case No. 57,6,2018/07/06 19:12:04,0,3,0,0,3
Case No. 57,2,2018/07/06 19:43:37,2,3,1,0,3
Case No. 57,1,2018/07/06 19:48:31,2,0,3,2,3
Case No. 57,7,2018/07/06 19:59:19,3,3,2,0,1
Case No. 57,2,2018/07/06 20:00:18,2,3,0,0,3
Case No. 57,6,2018/07/06 20:08:57,2,2,0,0,3
Case No. 57,1,2018/07/06 20:34:26,1,3,0,0,3
Case No. 57,6,2018/07/06 20:37:06,2,3,0,0,3
Case No. 57,7,2018/07/06 20:39:37,1,3,0,3,3
Case No. 57,1,2018/07/06 20:45:31,2,3,0,1,3
Case No. 57,1,2018/07/06 21:07:53,2,3,0,0,3
Case No. 57,1,2018/07/06 21:31:29,1,3,0,0,3
Case No. 57,1,2018/07/06 22:09:49,2,1,0,0,3
Case No. 57,1,2018/07/06 22:14:16,2,3,0,0,3
Case No. 57,2,2018/07/06 22:29:13,2,2,2,1,3
Case No. 57,6,2018/07/06 22:30:49,1,0,0,0,0
Case No. 57,1,2018/07/06 22:33:32,0,3,2,0,0
Case No. 57,1,2018/07/06 22:44:21,3,3,0,0,3
Case No. 57,2,2018/07/06 22:49:17,1,3,0,0,3
Case No. 58,0,2018/07/06 22:57:12,0,3,0,0,3
Case No. 58,3,2018/07/06 23:04:29,0,3,0,0,0
Case No. 58,6,2018/07/06 23:40:05,2,3,0,0,3
Case No. 58,3,2018/07/06 23:47:26,2,1,0,0,3
Case No. 58,2,2018/07/06 23:48:40,3,3,1,0,0
Case No. 58,7,2018/07/07 00:03:21,3,3,0,0,3
Case No. 58,6,2018/07/07 00:10:55,2,2,0,0,3
Case No. 58,6,2018/07/07 00:23:34,2,2,2,0,3
Case No. 58,6,2018/07/07 00:26:04,1,3,1,3,0
Case No. 58,0,2018/07/07 00:30:38,1,2,3,0,3
Case No. 58,2,2018/07/07 00:38:37,2,3,0,0,3
Case No. 58,6,2018/07/07 00:42:00,2,3,0,0,3
Case No. 58,5,2018/07/07 00:49:38,2,3,0,1,3
Case No. 58,7,2018/07/07 00:58:10,1,1,0,0,3
Case No. 58,1,2018/07/07 01:58:33,2,3,0,1,0
Case No. 58,0,2018/07/07 02:17:19,1,2,0,2,1
Case No. 58,2,2018/07/07 02:20:30,2,2,2,0,2
Case No. 58,6,2018/07/07 02:34:07,0,2,1,0,3
Case No. 58,7,2018/07/07 02:38:54,2,3,0,0,3
Case No. 58,1,2018/07/07 02:42:52,0,3,0,0,3
Case No. 59,6,2018/07/07 03:26:58,1,3,0,2,3
Case No. 59,0,2018/07/07 03:28:31,0,3,0,0,3
Case No. 59,7,2018/07/07 03:31:48,2,3,2,0,2
Case No. 59,7,2018/07/07 03:44:12,1,3,0,2,1
Case No. 59,7,2018/07/07 03:46:32,1,3,0,0,3
Case No. 59,7,2018/07/07 03:49:28,2,3,2,0,3
Case No. 59,1,2018/07/07 03:51:39,3,2,1,0,1
Case No. 59,3,2018/07/07 03:58:34,1,0,3,3,3
Case No. 59,2,2018/07/07 03:58:35,1,3,0,0,1
Case No. 59,0,2018/07/07 04:06:07,2,3,0,3,3
Case No. 59,7,2018/07/07 04:28:28,1,3,0,0,3
Case No. 59,7,2018/07/07 04:32:33,1,3,0,0,3
Case No. 59,2,2018/07/07 04:48:32,1,3,1,0,3
Case No. 59,4,2018/07/07 05:00:30,3,3,0,0,3
Case No. 59,7,2018/07/07 05:04:05,3,3,0,2,3
Case No. 59,0,2018/07/07 05:25:21,0,3,0,0,1
Case No. 59,2,2018/07/07 05:26:15,1,1,0,0,3
Case No. 59,7,2018/07/07 05:26:58,2,3,0,0,3
Case No. 59,1,2018/07/07 06:29:33,0,3,1,1,3
Case No. 59,6,2018/07/07 06:51:02,0,1,0,0,3
Case No. 60,2,2018/07/07 07:27:16,2,1,1,2,1
Case No. 60,0,2018/07/07 07:30:40,0,2,3,0,3
Case No. 60,6,2018/07/07 07:36:27,3,1,0,0,3
Case No. 60,6,2018/07/07 07:40:48,0,3,0,0,3
Case No. 60,6,2018/07/07 07:47:11,3,2,0,0,3
Case No. 60,3,2018/07/07 07:49:45,3,3,0,0,3
Case No. 60,6,2018/07/07 07:54:21,3,2,0,0,3
Case No. 60,1,2018/07/07 08:21:53,0,3,0,0,3
Case No. 60,1,2018/07/07 08:25:07,3,3,1,0,3
Case No. 60,7,2018/07/07 08:25:28,0,3,0,0,3
Case No. 60,7,2018/07/07 08:31:20,2,3,0,3,3
Case No. 60,2,2018/07/07 08:48:11,1,3,0,3,3
Case No. 60,7,2018/07/07 09:20:35,3,3,0,0,3
Case No. 60,0,2018/07/07 09:23:18,2,1,0,1,1
Case No. 60,6,2018/07/07 09:27:19,2,3,0,0,3
Case No. 60,5,2018/07/07 09:38:37,0,3,0,0,3
Case No. 60,0,2018/07/07 10:00:32,1,3,0,0,3
Case No. 60,0,2018/07/07 10:06:15,2,3,0,0,3
Case No. 60,2,2018/07/07 10:18:00,1,3,0,0,3
Case No. 60,2,2018/07/07 10:25:34,2,3,0,0,3
Case No. 61,2,2018/07/07 11:00:51,0,3,1,3,3
Case No. 61,0,2018/07/07 11:47:07,0,3,0,3,3
Case No. 61,1,2018/07/07 11:50:52,0,3,0,0,3
Case No. 61,3,2018/07/07 11:55:35,1,3,0,0,3
Case No. 61,3,2018/07/07 11:58:31,3,3,0,3,2
Case No. 61,7,2018/07/07 12:20:44,0,3,0,0,3
Case No. 61,6,2018/07/07 12:54:06,3,1,0,0,3
Case No. 61,7,2018/07/07 12:58:24,0,3,0,0,3
Case No. 61,1,2018/07/07 13:07:18,3,3,0,2,3
Case No. 61,7,2018/07/07 13:21:10,0,3,0,3,3
Case No. 61,7,2018/07/07 13:21:31,0,1,0,1,3
Case No. 61,6,2018/07/07 13:27:03,3,3,0,0,3
Case No. 61,1,2018/07/07 13:52:34,2,3,0,0,3
Case No. 61,1,2018/07/07 13:55:29,2,2,0,0,3
Case No. 61,7,2018/07/07 14:00:33,3,3,0,0,3
Case No. 61,1,2018/07/07 14:02:09,2,3,0,0,3
Case No. 61,6,2018/07/07 14:18:38,0,2,0,0,3
Case No. 61,4,2018/07/07 14:26:42,0,2,3,0,3
Case No. 61,1,2018/07/07 14:42:00,3,2,0,3,3
Case No. 61,7,2018/07/07 14:48:41,2,3,0,3,3
Case No. 62,2,2018/07/07 14:54:55,0,3,1,0,3
Case No. 62,7,2018/07/07 14:58:32,3,3,3,0,3
Case No. 62,6,2018/07/07 15:15:36,0,3,0,3,3
Case No. 62,7,2018/07/07 15:24:32,0,3,2,3,3
Case No. 62,3,2018/07/07 15:39:28,0,3,1,0,0
Case No. 62,6,2018/07/07 15:40:55,2,1,3,3,3
Case No. 62,0,2018/07/07 15:47:27,1,3,2,0,3
Case No. 62,1,2018/07/07 16:00:23,2,3,0,3,3
Case No. 62,3,2018/07/07 16:01:08,1,3,0,0,3
Case No. 62,2,2018/07/07 16:16:39,2,3,0,0,3
Case No. 62,0,2018/07/07 16:26:21,2,3,0,0,3
Case No. 62,3,2018/07/07 17:00:05,2,3,0,0,3
Case No. 62,1,2018/07/07 17:25:47,1,3,0,0,3
Case No. 62,1,2018/07/07 17:41:12,1,3,0,0,1
Case No. 62,4,2018/07/07 17:45:33,2,3,0,3,3
Case No. 62,0,2018/07/07 17:53:58,0,2,0,0,2
Case No. 62,1,2018/07/07 17:58:58,0,3,0,0,3
Case No. 62,1,2018/07/07 18:07:04,1,3,0,0,3
Case No. 62,0,2018/07/07 18:09:38,2,2,1,0,3
Case No. 62,2,2018/07/07 18:15:43,2,3,0,1,3
Case No. 63,2,2018/07/07 18:55:47,3,2,1,0,3
Case No. 63,7,2018/07/07 19:00:49,3,3,0,0,3
Case No. 63,7,2018/07/07 19:08:33,1,3,0,0,3
Case No. 63,0,2018/07/07 19:25:45,0,3,0,0,3
Case No. 63,1,2018/07/07 19:26:39,0,3,0,0,3
Case No. 63,0,2018/07/07 19:29:21,1,3,0,0,3
Case No. 63,6,2018/07/07 19:46:14,0,3,0,0,3
Case No. 63,3,2018/07/07 19:53:42,1,3,0,0,3
Case No. 63,7,2018/07/07 20:04:02,1,3,0,0,3
Case No. 63,6,2018/07/07 20:14:48,1,3,0,0,3
Case No. 63,3,2018/07/07 20:29:02,2,3,3,0,0
Case No. 63,0,2018/07/07 20:38:27,0,3,0,0,3
Case No. 63,1,2018/07/07 20:49:48,2,3,0,0,3
Case No. 63,1,2018/07/07 21:04:47,2,3,0,0,3
Case No. 63,0,2018/07/07 21:27:50,2,3,0,0,3
Case No. 63,1,2018/07/07 21:34:36,2,3,0,0,3
Case No. 63,0,2018/07/07 21:42:16,2,3,0,0,3
Case No. 63,0,2018/07/07 21:49:35,2,3,0,0,3
Case No. 63,1,2018/07/07 22:05:47,0,3,0,0,3
Case No. 63,0,2018/07/07 22:18:38,2,3,0,0,3
Case No. 64,2,2018/07/07 23:07:03,2,3,1,0,3
Case No. 64,7,2018/07/07 23:42:38,3,2,0,0,3
Case No. 64,0,2018/07/07 23:49:59,0,3,0,0,3
Case No. 64,1,2018/07/08 00:05:43,0,1,1,0,1
Case No. 64,1,2018/07/08 00:08:14,3,3,2,0,0
Case No. 64,0,2018/07/08 00:11:17,2,3,0,0,1
Case No. 64,6,2018/07/08 00:35:49,0,3,0,0,3
Case No. 64,0,2018/07/08 01:08:44,2,3,0,0,3
Case No. 64,6,2018/07/08 01:17:41,1,3,0,0,3
Case No. 64,7,2018/07/08 01:36:07,3,3,0,0,3
Case No. 64,6,2018/07/08 01:39:11,1,3,0,0,3
Case No. 64,1,2018/07/08 01:40:20,2,3,0,0,3
Case No. 64,4,2018/07/08 02:16:27,0,3,0,0,1
Case No. 64,7,2018/07/08 02:17:00,2,3,0,0,3
Case No. 64,1,2018/07/08 02:17:37,2,3,2,1,1
Case No. 64,1,2018/07/08 02:17:38,1,2,0,0,3
Case No. 64,1,2018/07/08 02:25:32,1,3,0,0,3
Case No. 64,0,2018/07/08 02:33:41,2,1,3,2,1
Case No. 64,0,2018/07/08 02:49:45,1,3,0,0,3
Case No. 64,7,2018/07/08 02:52:09,2,3,0,0,3
Case No. 65,2,2018/07/08 02:54:24,1,3,1,0,3
Case No. 65,7,2018/07/08 02:59:30,3,3,0,0,3
Case No. 65,0,2018/07/08 03:06:31,0,0,0,0,3
Case No. 65,1,2018/07/08 03:08:49,0,2,3,0,3
Case No. 65,6,2018/07/08 03:12:59,2,2,0,3,3
Case No. 65,0,2018/07/08 03:42:26,1,3,0,0,3
Case No. 65,0,2018/07/08 04:10:03,1,1,0,0,3
Case No. 65,7,2018/07/08 04:13:18,2,3,0,0,3
Case No. 65,2,2018/07/08 04:23:34,1,3,0,0,3
Case No. 65,1,2018/07/08 04:25:23,2,3,0,0,3
Case No. 65,1,2018/07/08 04:36:42,1,3,0,0,3
Case No. 65,6,2018/07/08 04:59:18,2,3,0,0,3
Case No. 65,2,2018/07/08 05:15:23,2,3,2,0,3
Case No. 65,3,2018/07/08 05:16:28,2,3,0,0,3
Case No. 65,6,2018/07/08 05:30:53,2,3,2,0,1
Case No. 65,6,2018/07/08 05:38:28,0,2,2,0,1
Case No. 65,6,2018/07/08 05:46:01,2,3,3,0,3
Case No. 65,3,2018/07/08 06:10:22,2,3,0,0,3
Case No. 65,3,2018/07/08 06:12:31,1,3,0,0,3
Case No. 65,3,2018/07/08 06:51:48,2,3,0,0,3
Case No. 66,2,2018/07/08 06:53:05,1,3,1,0,3
Case No. 66,7,2018/07/08 06:53:56,3,3,0,0,3
Case No. 66,0,2018/07/08 07:09:40,0,3,0,1,3
Case No. 66,6,2018/07/08 07:16:02,2,2,0,0,3
Case No. 66,3,2018/07/08 07:23:26,2,3,0,0,3
Case No. 66,2,2018/07/08 07:25:51,1,3,0,0,3
Case No. 66,0,2018/07/08 07:57:35,2,3,0,0,3
Case No. 66,6,2018/07/08 08:02:01,2,3,0,0,3
Case No. 66,0,2018/07/08 08:14:08,2,3,0,0,3
Case No. 66,0,2018/07/08 08:22:36,2,3,0,0,3
Case No. 66,6,2018/07/08 08:24:21,2,3,0,0,3
Case No. 66,6,2018/07/08 08:39:21,0,3,0,0,3
Case No. 66,6,2018/07/08 08:41:29,2,3,0,0,3
Case No. 66,2,2018/07/08 09:36:04,2,3,0,0,3
Case No. 66,6,2018/07/08 10:13:42,1,3,0,1,3
Case No. 66,2,2018/07/08 10:23:02,2,3,0,0,3
Case No. 66,3,2018/07/08 10:29:56,2,3,0,0,3
Case No. 66,0,2018/07/08 10:36:13,2,3,0,0,3
Case No. 66,0,2018/07/08 10:42:26,2,3,0,0,3
Case No. 66,1,2018/07/08 10:48:56,0,3,0,0,3
Case No. 67,2,2018/07/08 11:03:10,2,3,1,0,3
Case No. 67,7,2018/07/08 11:23:27,3,3,0,0,3
Case No. 67,0,2018/07/08 11:27:28,0,3,0,0,3
Case No. 67,1,2018/07/08 11:29:52,0,3,0,0,3
Case No. 67,1,2018/07/08 11:32:06,2,2,0,0,3
Case No. 67,0,2018/07/08 11:52:02,2,3,0,0,3
Case No. 67,0,2018/07/08 11:53:36,2,3,0,0,3
Case No. 67,2,2018/07/08 12:29:09,2,3,0,0,3
Case No. 67,0,2018/07/08 12:33:39,1,3,0,0,3
Case No. 67,0,2018/07/08 12:46:26,2,3,0,0,3
Case No. 67,1,2018/07/08 12:48:18,2,3,0,0,3
Case No. 67,0,2018/07/08 12:53:17,2,3,0,0,3
Case No. 67,6,2018/07/08 13:43:38,2,3,0,0,1
Case No. 67,2,2018/07/08 13:44:29,0,3,0,0,3
Case No. 67,3,2018/07/08 13:44:57,2,3,0,1,1
Case No. 67,3,2018/07/08 14:00:08,2,3,0,0,3
Case No. 67,3,2018/07/08 14:04:46,2,3,0,0,3
Case No. 67,0,2018/07/08 14:06:53,2,3,0,0,3
Case No. 67,0,2018/07/08 14:12:48,2,3,0,0,3
Case No. 67,6,2018/07/08 14:35:16,0,3,0,0,3
Case No. 68,2,2018/07/08 15:15:12,1,3,1,0,3
Case No. 68,7,2018/07/08 15:17:37,3,3,0,0,3
Case No. 68,1,2018/07/08 15:25:31,2,3,0,0,3
Case No. 68,0,2018/07/08 15:29:58,2,3,0,0,3
Case No. 68,1,2018/07/08 15:35:20,0,3,0,0,3
Case No. 68,2,2018/07/08 15:41:30,1,3,0,0,3
Case No. 68,2,2018/07/08 15:54:20,2,3,0,0,3
Case No. 68,0,2018/07/08 15:58:56,1,3,0,0,3
Case No. 68,0,2018/07/08 16:12:19,2,3,0,0,3
Case No. 68,0,2018/07/08 16:16:49,2,3,0,0,3
Case No. 68,6,2018/07/08 16:50:45,2,3,0,0,3
Case No. 68,3,2018/07/08 16:53:56,1,3,0,0,3
Case No. 68,0,2018/07/08 16:55:24,2,3,0,0,3
Case No. 68,3,2018/07/08 17:22:30,2,3,0,0,3
Case No. 68,0,2018/07/08 17:53:04,2,3,0,0,3
Case No. 68,0,2018/07/08 17:55:07,2,3,0,0,3
Case No. 68,0,2018/07/08 18:25:01,2,3,0,0,3
Case No. 68,0,2018/07/08 18:42:32,0,3,0,0,3
Case No. 68,1,2018/07/08 18:49:12,0,3,0,0,3
Case No. 68,6,2018/07/08 18:52:20,0,3,0,0,3
Case No. 69,2,2018/07/08 18:58:14,2,3,1,0,3
Case No. 69,7,2018/07/08 19:07:50,3,3,0,0,3
Case No. 69,0,2018/07/08 19:30:25,0,3,0,0,3
Case No. 69,1,2018/07/08 19:47:20,0,3,0,0,3
Case No. 69,3,2018/07/08 19:52:35,2,3,0,3,3
Case No. 69,0,2018/07/08 20:12:39,1,3,0,0,3
Case No. 69,0,2018/07/08 20:30:17,1,3,0,0,3
Case No. 69,0,2018/07/08 20:36:01,2,3,0,0,3
Case No. 69,4,2018/07/08 21:06:44,1,3,0,0,3
Case No. 69,0,2018/07/08 21:07:02,2,3,0,0,3
Case No. 69,0,2018/07/08 21:19:42,2,3,0,0,3
Case No. 69,0,2018/07/08 21:25:10,2,3,0,0,3
Case No. 69,0,2018/07/08 21:29:06,2,3,0,0,3
Case No. 69,1,2018/07/08 21:35:24,2,3,0,0,3
Case No. 69,1,2018/07/08 21:44:25,1,3,0,0,3
Case No. 69,0,2018/07/08 21:49:00,2,3,0,0,3
Case No. 69,3,2018/07/08 21:55:15,2,3,0,0,3
Case No. 69,0,2018/07/08 22:05:58,2,3,0,0,3
Case No. 69,0,2018/07/08 22:30:16,2,3,0,0,3
Case No. 69,6,2018/07/08 22:44:53,0,3,0,0,3
Case No. 70,2,2018/07/08 22:55:15,2,3,1,0,3
Case No. 70,7,2018/07/08 23:26:42,3,3,0,0,3
Case No. 70,0,2018/07/08 23:56:52,0,3,0,0,3
Case No. 70,1,2018/07/09 00:04:28,0,3,0,0,3
Case No. 70,0,2018/07/09 00:08:11,2,2,0,2,3
Case No. 70,3,2018/07/09 00:16:10,2,3,0,0,3
Case No. 70,0,2018/07/09 00:18:32,2,3,0,0,3
Case No. 70,0,2018/07/09 00:19:05,1,3,0,0,3
Case No. 70,3,2018/07/09 00:22:51,1,3,0,0,3
Case No. 70,0,2018/07/09 00:30:21,2,3,0,0,3
Case No. 70,0,2018/07/09 00:35:31,2,3,0,0,3
Case No. 70,0,2018/07/09 00:44:38,2,3,0,0,3
Case No. 70,0,2018/07/09 00:47:57,2,3,0,0,3
Case No. 70,0,2018/07/09 00:48:16,2,3,0,0,3
Case No. 70,0,2018/07/09 00:54:35,2,3,0,0,3
Case No. 70,3,2018/07/09 01:05:47,2,3,0,0,3
Case No. 70,3,2018/07/09 01:42:06,2,3,0,0,3
Case No. 70,0,2018/07/09 02:20:13,2,3,0,0,3
Case No. 70,0,2018/07/09 02:44:36,2,3,0,0,3
Case No. 70,6,2018/07/09 02:47:38,0,3,0,0,3
Case No. 71,2,2018/07/09 03:01:02,2,3,1,0,3
Case No. 71,7,2018/07/09 03:05:24,3,3,0,0,3
Case No. 71,0,2018/07/09 03:11:29,0,3,0,0,3
Case No. 71,1,2018/07/09 03:16:56,0,3,0,0,3
Case No. 71,0,2018/07/09 03:20:16,2,3,0,0,3
Case No. 71,0,2018/07/09 03:29:05,2,3,0,0,3
Case No. 71,0,2018/07/09 03:49:52,2,3,0,0,3
Case No. 71,0,2018/07/09 04:02:28,2,3,0,0,3
Case No. 71,0,2018/07/09 04:12:46,1,3,0,0,3
Case No. 71,0,2018/07/09 04:26:32,2,3,0,0,3
Case No. 71,0,2018/07/09 04:36:14,2,3,0,0,3
Case No. 71,0,2018/07/09 04:43:17,2,3,0,0,3
Case No. 71,0,2018/07/09 04:43:21,2,3,0,0,3
Case No. 71,0,2018/07/09 04:47:13,2,3,0,1,3
Case No. 71,0,2018/07/09 04:50:54,2,3,0,0,3
Case No. 71,3,2018/07/09 05:22:26,2,3,0,0,3
Case No. 71,0,2018/07/09 06:13:54,2,3,0,0,3
Case No. 71,0,2018/07/09 06:28:15,2,3,0,0,3
Case No. 71,0,2018/07/09 06:35:07,2,3,0,0,3
Case No. 71,6,2018/07/09 06:47:34,0,3,0,0,3
Case No. 72,2,2018/07/09 07:20:43,2,3,1,0,3
Case No. 72,7,2018/07/09 07:26:41,3,3,0,0,3
Case No. 72,0,2018/07/09 07:33:19,0,3,0,0,3
Case No. 72,1,2018/07/09 08:08:09,0,3,0,0,3
Case No. 72,0,2018/07/09 08:08:31,2,3,0,0,3
Case No. 72,0,2018/07/09 08:09:14,2,3,0,0,3
Case No. 72,0,2018/07/09 08:11:31,2,3,0,0,3
Case No. 72,0,2018/07/09 08:20:19,2,3,0,0,3
Case No. 72,0,2018/07/09 08:29:31,2,3,0,0,3
Case No. 72,0,2018/07/09 08:38:24,2,3,0,0,3
Case No. 72,0,2018/07/09 09:26:24,2,3,0,0,3
Case No. 72,0,2018/07/09 09:27:32,2,3,0,0,3
Case No. 72,0,2018/07/09 09:35:38,2,3,0,0,3
Case No. 72,0,2018/07/09 09:55:14,2,3,0,0,3
Case No. 72,0,2018/07/09 10:00:04,2,3,0,0,3
Case No. 72,0,2018/07/09 10:03:00,2,3,0,0,3
Case No. 72,0,2018/07/09 10:06:24,2,3,0,0,3
Case No. 72,0,2018/07/09 10:24:02,2,3,0,0,3
Case No. 72,0,2018/07/09 10:32:08,2,3,0,0,3
Case No. 72,6,2018/07/09 10:35:04,0,3,0,0,3
Case No. 73,2,2018/07/09 11:02:08,1,3,1,0,3
Case No. 73,7,2018/07/09 11:19:57,3,3,0,0,3
Case No. 73,0,2018/07/09 11:23:10,0,3,0,0,3
Case No. 73,1,2018/07/09 11:39:39,0,3,0,0,3
Case No. 73,0,2018/07/09 11:45:09,2,3,0,0,3
Case No. 73,0,2018/07/09 11:48:04,2,3,0,0,3
Case No. 73,0,2018/07/09 11:55:31,2,3,0,0,3
Case No. 73,0,2018/07/09 12:29:21,2,3,0,0,3
Case No. 73,0,2018/07/09 12:30:43,2,3,0,0,3
Case No. 73,0,2018/07/09 12:51:32,2,3,0,0,3
Case No. 73,0,2018/07/09 13:41:55,2,3,0,0,3
Case No. 73,0,2018/07/09 14:06:00,2,3,0,0,3
Case No. 73,0,2018/07/09 14:11:45,2,3,0,0,3
Case No. 73,0,2018/07/09 14:13:55,2,3,0,0,3
Case No. 73,0,2018/07/09 14:20:31,2,3,0,0,3
Case No. 73,0,2018/07/09 14:30:51,2,3,0,0,3
Case No. 73,0,2018/07/09 14:34:38,2,3,0,0,3
Case No. 73,0,2018/07/09 14:37:26,2,3,0,0,3
Case No. 73,0,2018/07/09 14:40:17,2,3,0,0,3
Case No. 73,6,2018/07/09 14:44:38,0,3,0,0,3
Case No. 74,2,2018/07/09 15:17:24,1,3,1,0,3
Case No. 74,7,2018/07/09 15:18:38,3,3,0,0,3
Case No. 74,0,2018/07/09 15:26:16,0,3,0,0,3
Case No. 74,1,2018/07/09 15:49:34,0,3,0,0,3
Case No. 74,0,2018/07/09 16:11:09,1,3,0,0,3
Case No. 74,0,2018/07/09 16:15:06,2,3,0,0,3
Case No. 74,0,2018/07/09 16:33:08,2,3,0,0,3
Case No. 74,0,2018/07/09 16:39:45,2,3,0,0,3
Case No. 74,0,2018/07/09 16:46:32,2,3,0,0,3
Case No. 74,0,2018/07/09 16:50:47,2,3,0,0,3
Case No. 74,0,2018/07/09 17:05:38,2,3,0,0,3
Case No. 74,0,2018/07/09 17:07:49,2,3,0,0,3
Case No. 74,0,2018/07/09 17:09:22,2,3,0,0,3
Case No. 74,0,2018/07/09 17:25:33,2,3,0,0,3
Case No. 74,0,2018/07/09 17:43:18,2,3,0,0,3
Case No. 74,0,2018/07/09 17:47:15,2,3,0,0,3
Case No. 74,0,2018/07/09 18:11:38,2,3,0,0,3
Case No. 74,0,2018/07/09 18:19:15,2,3,0,0,3
Case No. 74,0,2018/07/09 18:27:41,2,3,0,0,3
Case No. 74,6,2018/07/09 18:40:28,0,3,0,0,3
Case No. 75,2,2018/07/09 19:21:38,2,3,1,0,3
Case No. 75,7,2018/07/09 19:52:52,3,3,0,0,3
Case No. 75,0,2018/07/09 19:56:00,0,3,0,0,3
Case No. 75,1,2018/07/09 19:58:59,0,3,0,0,3
Case No. 75,0,2018/07/09 20:00:25,1,3,0,0,3
Case No. 75,0,2018/07/09 20:28:11,2,3,0,0,3
Case No. 75,0,2018/07/09 20:46:31,2,3,0,0,3
Case No. 75,0,2018/07/09 20:54:22,2,3,0,0,3
Case No. 75,0,2018/07/09 20:55:44,2,3,0,0,3
Case No. 75,0,2018/07/09 21:23:04,2,3,0,0,3
Case No. 75,0,2018/07/09 21:31:43,2,3,0,0,3
Case No. 75,0,2018/07/09 21:33:02,2,3,0,0,3
Case No. 75,0,2018/07/09 21:35:49,2,3,0,0,3
Case No. 75,0,2018/07/09 21:49:17,2,3,0,0,3
Case No. 75,0,2018/07/09 21:53:58,2,3,0,0,3
Case No. 75,0,2018/07/09 22:15:08,2,3,0,0,3
Case No. 75,0,2018/07/09 22:16:30,2,3,0,0,3
Case No. 75,0,2018/07/09 22:37:04,2,3,0,0,3
Case No. 75,0,2018/07/09 22:40:20,2,3,0,0,3
Case No. 75,6,2018/07/09 22:44:24,0,3,0,0,3
Case No. 76,2,2018/07/09 22:54:47,1,3,1,0,3
Case No. 76,7,2018/07/09 23:17:55,3,3,0,0,3
Case No. 76,0,2018/07/09 23:37:12,0,3,0,0,3
Case No. 76,1,2018/07/10 00:15:39,0,3,0,0,3
Case No. 76,0,2018/07/10 00:27:14,1,3,0,0,3
Case No. 76,0,2018/07/10 00:32:28,1,3,0,0,3
Case No. 76,0,2018/07/10 00:34:33,2,3,0,0,3
Case No. 76,0,2018/07/10 00:39:24,2,3,0,0,3
Case No. 76,0,2018/07/10 00:43:51,2,3,0,0,3
Case No. 76,0,2018/07/10 00:53:25,2,3,0,0,3
Case No. 76,0,2018/07/10 01:06:26,2,3,0,0,3
Case No. 76,0,2018/07/10 01:11:48,2,3,0,0,3
Case No. 76,0,2018/07/10 01:29:24,2,3,0,0,3
Case No. 76,0,2018/07/10 01:43:34,2,3,0,0,3
Case No. 76,0,2018/07/10 01:51:08,2,3,0,0,3
Case No. 76,0,2018/07/10 01:51:17,2,3,0,0,3
Case No. 76,0,2018/07/10 02:04:31,2,3,0,0,3
Case No. 76,0,2018/07/10 02:06:53,2,3,0,0,3
Case No. 76,0,2018/07/10 02:28:14,2,3,0,0,3
Case No. 76,6,2018/07/10 02:28:17,0,3,0,0,3
Case No. 77,2,2018/07/10 03:20:28,2,3,1,0,3
Case No. 77,7,2018/07/10 03:30:06,3,3,0,0,3
Case No. 77,0,2018/07/10 03:34:14,0,3,0,0,3
Case No. 77,1,2018/07/10 03:36:22,0,3,0,0,3
Case No. 77,0,2018/07/10 03:41:12,2,3,0,0,3
Case No. 77,0,2018/07/10 03:41:57,1,3,0,0,3
Case No. 77,0,2018/07/10 03:44:44,2,3,0,0,3
Case No. 77,0,2018/07/10 04:31:37,2,3,0,0,3
Case No. 77,0,2018/07/10 04:34:09,2,3,0,0,3
Case No. 77,0,2018/07/10 04:51:28,2,3,0,0,3
Case No. 77,0,2018/07/10 04:56:27,2,3,0,0,3
Case No. 77,0,2018/07/10 05:47:11,2,3,0,0,3
Case No. 77,0,2018/07/10 05:58:09,2,3,0,0,3
Case No. 77,0,2018/07/10 06:03:18,2,3,0,0,3
Case No. 77,0,2018/07/10 06:06:11,2,3,0,0,3
Case No. 77,0,2018/07/10 06:19:03,2,3,0,0,3
Case No. 77,0,2018/07/10 06:25:23,2,3,0,0,3
Case No. 77,0,2018/07/10 06:33:55,2,3,0,0,3
Case No. 77,0,2018/07/10 06:43:18,2,3,0,0,3
Case No. 77,6,2018/07/10 06:52:31,0,3,0,0,3
Case No. 78,2,2018/07/10 06:58:48,1,3,1,0,3
Case No. 78,7,2018/07/10 07:05:12,3,3,0,0,3
Case No. 78,0,2018/07/10 07:31:41,0,3,0,0,3
