case,event,startTime,Group
Case No. 439,BookTransport,2018/03/25 13:33:22.631,G2
Case No. 439,BookTransport,2018/03/25 13:45:37.631,G2
Case No. 439,BookTransport,2018/03/25 15:11:42.631,G2
Case No. 440,BookTransport,2018/03/25 15:33:12.631,G1
Case No. 440,BookTransport,2018/03/25 16:09:03.631,G2
Case No. 440,BookTransport,2018/03/25 17:11:54.631,G2
Case No. 440,BookTransport,2018/03/25 17:14:22.631,G3
Case No. 440,BookTransport,2018/03/25 17:43:01.631,G2
Case No. 440,BookTransport,2018/03/25 18:13:36.631,G2
Case No. 440,BookTransport,2018/03/25 18:49:00.631,G2
Case No. 440,BookTransport,2018/03/25 18:59:36.631,G2
Case No. 441,BookTransport,2018/03/25 19:42:00.631,G1
Case No. 441,BookTransport,2018/03/25 19:47:37.631,G1
Case No. 441,BookTransport,2018/03/25 20:40:59.631,G2
Case No. 441,BookTransport,2018/03/25 20:53:02.631,G3
Case No. 441,BookTransport,2018/03/25 21:18:43.631,G2
Case No. 441,BookTransport,2018/03/25 22:16:05.631,G2
Case No. 441,BookTransport,2018/03/25 23:00:39.631,G2
Case No. 441,BookTransport,2018/03/25 23:18:33.631,G2
Case No. 442,ApplyForTrip,2018/03/22 11:44:04.631,G3
Case No. 442,BookAccomodation,2018/03/22 12:24:26.631,G4
Case No. 442,BookAccomodation,2018/03/22 12:47:42.631,G3
Case No. 442,BookAccomodation,2018/03/22 12:54:45.631,G3
Case No. 442,ApplyForTrip,2018/03/22 13:28:26.631,G4
Case No. 442,BookAccomodation,2018/03/22 13:40:32.631,G3
Case No. 442,BookAccomodation,2018/03/22 13:47:16.631,G3
Case No. 442,BookAccomodation,2018/03/22 14:06:27.631,G4
Case No. 443,ApplyForTrip,2018/03/22 15:51:53.631,G4
Case No. 443,BookAccomodation,2018/03/22 15:54:57.631,G4
Case No. 443,BookAccomodation,2018/03/22 16:13:31.631,G3
Case No. 443,BookAccomodation,2018/03/22 16:16:52.631,G4
Case No. 443,ApplyForTrip,2018/03/22 16:42:44.631,G4
Case No. 443,BookAccomodation,2018/03/22 16:50:19.631,G3
Case No. 443,BookAccomodation,2018/03/22 19:02:29.631,G4
Case No. 443,BookAccomodation,2018/03/22 19:19:24.631,G4
Case No. 444,ApplyForTrip,2018/03/22 19:20:06.631,G4
Case No. 444,BookAccomodation,2018/03/22 20:25:55.631,G4
Case No. 444,BookAccomodation,2018/03/22 20:29:32.631,G4
Case No. 444,BookAccomodation,2018/03/22 21:15:09.631,G4
Case No. 444,ApplyForTrip,2018/03/22 21:35:04.631,G4
Case No. 444,BookAccomodation,2018/03/22 22:52:13.631,G4
Case No. 444,BookAccomodation,2018/03/22 23:00:24.631,G4
Case No. 444,BookAccomodation,2018/03/22 23:07:22.631,G4
Case No. 445,ApplyForTrip,2018/03/22 23:24:21.631,G1
Case No. 445,BookAccomodation,2018/03/22 23:34:01.631,G4
Case No. 445,BookAccomodation,2018/03/23 00:12:57.631,G4
Case No. 445,BookAccomodation,2018/03/23 01:28:41.631,G4
Case No. 445,ApplyForTrip,2018/03/23 01:49:53.631,G4
Case No. 445,BookAccomodation,2018/03/23 02:39:23.631,G4
Case No. 445,BookAccomodation,2018/03/23 03:08:41.631,G4
Case No. 445,BookAccomodation,2018/03/23 03:11:10.631,G4
Case No. 446,ApplyForTrip,2018/03/23 04:18:57.631,G2
Case No. 446,BookAccomodation,2018/03/23 04:19:12.631,G4
Case No. 446,BookAccomodation,2018/03/23 04:55:18.631,G4
Case No. 446,BookAccomodation,2018/03/23 05:15:33.631,G4
Case No. 446,ApplyForTrip,2018/03/23 05:50:11.631,G4
Case No. 446,BookAccomodation,2018/03/23 06:27:23.631,G4
Case No. 446,BookAccomodation,2018/03/23 06:58:45.631,G4
Case No. 446,BookAccomodation,2018/03/23 07:16:44.631,G4
Case No. 447,ApplyForTrip,2018/03/23 09:11:30.631,G2
Case No. 447,BookAccomodation,2018/03/23 09:47:41.631,G1
Case No. 447,BookAccomodation,2018/03/23 10:14:14.631,G4
Case No. 447,BookAccomodation,2018/03/23 10:50:58.631,G4
Case No. 447,ApplyForTrip,2018/03/23 10:56:38.631,G4
Case No. 447,BookAccomodation,2018/03/23 10:56:48.631,G4
Case No. 447,BookAccomodation,2018/03/23 10:58:11.631,G4
Case No. 447,BookAccomodation,2018/03/23 11:09:01.631,G4
Case No. 448,ApplyForTrip,2018/03/23 11:32:36.631,G4
Case No. 448,BookAccomodation,2018/03/23 13:00:57.631,G1
Case No. 448,BookAccomodation,2018/03/23 13:05:10.631,G4
Case No. 448,BookAccomodation,2018/03/23 13:27:20.631,G4
Case No. 448,ApplyForTrip,2018/03/23 13:34:06.631,G4
Case No. 448,BookAccomodation,2018/03/23 14:11:20.631,G4
Case No. 448,BookAccomodation,2018/03/23 14:11:25.631,G4
Case No. 448,BookAccomodation,2018/03/23 14:33:15.631,G4
Case No. 449,ApplyForTrip,2018/03/23 15:39:55.631,G4
Case No. 449,BookAccomodation,2018/03/23 16:44:35.631,G2
Case No. 449,BookAccomodation,2018/03/23 16:54:59.631,G4
Case No. 449,BookAccomodation,2018/03/23 17:00:22.631,G4
Case No. 449,ApplyForTrip,2018/03/23 17:20:20.631,G4
Case No. 449,BookAccomodation,2018/03/23 17:44:33.631,G4
Case No. 449,BookAccomodation,2018/03/23 17:59:26.631,G4
Case No. 449,BookAccomodation,2018/03/23 19:07:24.631,G4
Case No. 450,ApplyForTrip,2018/03/23 19:28:59.631,G2
Case No. 450,BookAccomodation,2018/03/23 20:35:10.631,G2
Case No. 450,BookAccomodation,2018/03/23 20:38:54.631,G4
Case No. 450,BookAccomodation,2018/03/23 20:52:35.631,G4
Case No. 450,ApplyForTrip,2018/03/23 21:46:07.631,G4
Case No. 450,BookAccomodation,2018/03/23 21:50:23.631,G4
Case No. 450,BookAccomodation,2018/03/23 21:51:07.631,G4
Case No. 450,BookAccomodation,2018/03/23 22:01:00.631,G4
Case No. 451,ApplyForTrip,2018/03/24 00:40:31.631,G1
Case No. 451,BookAccomodation,2018/03/24 00:41:26.631,G1
Case No. 451,BookAccomodation,2018/03/24 00:51:45.631,G4
Case No. 451,BookAccomodation,2018/03/24 01:03:14.631,G4
Case No. 451,ApplyForTrip,2018/03/24 01:28:18.631,G4
Case No. 451,BookAccomodation,2018/03/24 01:56:42.631,G4
Case No. 451,BookAccomodation,2018/03/24 02:12:40.631,G4
Case No. 451,BookAccomodation,2018/03/24 02:34:51.631,G4
Case No. 452,ApplyForTrip,2018/03/24 03:46:45.631,G1
Case No. 452,BookAccomodation,2018/03/24 04:19:10.631,G2
Case No. 452,BookAccomodation,2018/03/24 04:25:21.631,G4
Case No. 452,BookAccomodation,2018/03/24 04:58:31.631,G4
Case No. 452,ApplyForTrip,2018/03/24 05:00:01.631,G4
Case No. 452,BookAccomodation,2018/03/24 05:00:05.631,G4
Case No. 452,BookAccomodation,2018/03/24 05:56:26.631,G4
Case No. 452,BookAccomodation,2018/03/24 06:29:49.631,G4
Case No. 453,ApplyForTrip,2018/03/24 08:02:50.631,G1
Case No. 453,BookAccomodation,2018/03/24 08:42:53.631,G2
Case No. 453,BookAccomodation,2018/03/24 09:07:11.631,G2
Case No. 453,BookAccomodation,2018/03/24 09:38:23.631,G4
Case No. 453,ApplyForTrip,2018/03/24 09:38:41.631,G4
Case No. 453,BookAccomodation,2018/03/24 10:02:04.631,G4
Case No. 453,BookAccomodation,2018/03/24 10:34:40.631,G4
Case No. 453,BookAccomodation,2018/03/24 11:14:41.631,G4
Case No. 454,ApplyForTrip,2018/03/24 11:46:53.631,G4
Case No. 454,BookAccomodation,2018/03/24 11:57:15.631,G4
Case No. 454,BookAccomodation,2018/03/24 13:14:53.631,G1
Case No. 454,BookAccomodation,2018/03/24 13:18:20.631,G4
Case No. 454,ApplyForTrip,2018/03/24 14:22:16.631,G4
Case No. 454,BookAccomodation,2018/03/24 14:44:38.631,G4
Case No. 454,BookAccomodation,2018/03/24 15:11:48.631,G4
Case No. 454,BookAccomodation,2018/03/24 15:19:00.631,G4
Case No. 455,ApplyForTrip,2018/03/24 16:36:20.631,G4
Case No. 455,BookAccomodation,2018/03/24 16:47:17.631,G4
Case No. 455,BookAccomodation,2018/03/24 17:00:19.631,G2
Case No. 455,BookAccomodation,2018/03/24 17:40:04.631,G4
Case No. 455,ApplyForTrip,2018/03/24 17:58:56.631,G4
Case No. 455,BookAccomodation,2018/03/24 18:03:35.631,G4
Case No. 455,BookAccomodation,2018/03/24 18:07:55.631,G4
Case No. 455,BookAccomodation,2018/03/24 18:22:18.631,G4
Case No. 456,ApplyForTrip,2018/03/24 19:20:51.631,G2
Case No. 456,BookAccomodation,2018/03/24 19:57:11.631,G4
Case No. 456,BookAccomodation,2018/03/24 20:17:57.631,G2
Case No. 456,BookAccomodation,2018/03/24 20:23:09.631,G4
Case No. 456,ApplyForTrip,2018/03/24 22:08:08.631,G4
Case No. 456,BookAccomodation,2018/03/24 22:37:29.631,G4
Case No. 456,BookAccomodation,2018/03/24 22:49:49.631,G4
Case No. 456,BookAccomodation,2018/03/24 22:58:54.631,G4
Case No. 457,ApplyForTrip,2018/03/24 23:22:56.631,G1
Case No. 457,BookAccomodation,2018/03/24 23:58:47.631,G4
Case No. 457,BookAccomodation,2018/03/25 00:31:44.631,G1
Case No. 457,BookAccomodation,2018/03/25 01:03:43.631,G4
Case No. 457,ApplyForTrip,2018/03/25 01:11:51.631,G4
Case No. 457,BookAccomodation,2018/03/25 01:18:42.631,G4
Case No. 457,BookAccomodation,2018/03/25 01:35:54.631,G4
Case No. 457,BookAccomodation,2018/03/25 01:36:17.631,G4
Case No. 458,ApplyForTrip,2018/03/25 04:01:31.631,G2
Case No. 458,BookAccomodation,2018/03/25 04:34:42.631,G4
Case No. 458,BookAccomodation,2018/03/25 05:25:46.631,G1
Case No. 458,BookAccomodation,2018/03/25 05:36:38.631,G4
Case No. 458,ApplyForTrip,2018/03/25 05:51:57.631,G4
Case No. 458,BookAccomodation,2018/03/25 05:52:34.631,G4
Case No. 458,BookAccomodation,2018/03/25 06:27:05.631,G4
Case No. 458,BookAccomodation,2018/03/25 07:17:14.631,G4
Case No. 459,ApplyForTrip,2018/03/25 07:22:27.631,G1
Case No. 459,BookAccomodation,2018/03/25 09:07:17.631,G4
Case No. 459,BookAccomodation,2018/03/25 09:14:07.631,G2
Case No. 459,BookAccomodation,2018/03/25 09:51:07.631,G4
Case No. 459,ApplyForTrip,2018/03/25 10:30:34.631,G4
Case No. 459,BookAccomodation,2018/03/25 10:30:40.631,G4
Case No. 459,BookAccomodation,2018/03/25 11:11:03.631,G4
Case No. 459,BookAccomodation,2018/03/25 11:19:15.631,G4
Case No. 460,ApplyForTrip,2018/03/25 11:20:26.631,G2
Case No. 460,BookAccomodation,2018/03/25 11:54:54.631,G2
Case No. 460,BookAccomodation,2018/03/25 11:55:52.631,G2
Case No. 460,BookAccomodation,2018/03/25 12:58:31.631,G4
Case No. 460,ApplyForTrip,2018/03/25 13:01:38.631,G4
Case No. 460,BookAccomodation,2018/03/25 13:09:03.631,G4
Case No. 460,BookAccomodation,2018/03/25 13:24:41.631,G4
Case No. 460,BookAccomodation,2018/03/25 13:41:11.631,G4
Case No. 461,ApplyForTrip,2018/03/25 15:38:27.631,G4
Case No. 461,BookAccomodation,2018/03/25 16:02:56.631,G1
Case No. 461,BookAccomodation,2018/03/25 16:03:26.631,G1
Case No. 461,BookAccomodation,2018/03/25 16:37:33.631,G4
Case No. 461,ApplyForTrip,2018/03/25 16:43:51.631,G4
Case No. 461,BookAccomodation,2018/03/25 17:11:49.631,G4
Case No. 461,BookAccomodation,2018/03/25 18:50:27.631,G4
Case No. 461,BookAccomodation,2018/03/25 19:09:58.631,G4
Case No. 462,ApplyForTrip,2018/03/25 20:32:28.631,G4
Case No. 462,BookAccomodation,2018/03/25 21:06:22.631,G2
Case No. 462,BookAccomodation,2018/03/25 22:03:50.631,G1
Case No. 462,BookAccomodation,2018/03/25 22:29:43.631,G4
Case No. 462,ApplyForTrip,2018/03/25 22:29:47.631,G4
Case No. 462,BookAccomodation,2018/03/25 22:32:28.631,G4
Case No. 462,BookAccomodation,2018/03/25 22:34:06.631,G4
Case No. 462,BookAccomodation,2018/03/25 22:37:51.631,G4
Case No. 463,ApproveApplication,2018/03/22 11:41:57.631,G4
Case No. 463,CollectTickets,2018/03/22 12:01:39.631,G4
Case No. 463,CollectTickets,2018/03/22 12:38:57.631,G4
Case No. 463,CollectTickets,2018/03/22 13:23:59.631,G4
Case No. 463,ApproveApplication,2018/03/22 14:15:32.631,G4
Case No. 463,CollectTickets,2018/03/22 14:19:59.631,G4
Case No. 463,CollectTickets,2018/03/22 14:56:45.631,G4
Case No. 463,CollectTickets,2018/03/22 15:11:13.631,G4
Case No. 464,ApproveApplication,2018/03/22 15:29:04.631,G1
Case No. 464,CollectTickets,2018/03/22 16:04:54.631,G4
Case No. 464,CollectTickets,2018/03/22 16:32:08.631,G4
Case No. 464,CollectTickets,2018/03/22 16:42:37.631,G4
Case No. 464,ApproveApplication,2018/03/22 17:21:53.631,G4
Case No. 464,CollectTickets,2018/03/22 18:26:48.631,G4
Case No. 464,CollectTickets,2018/03/22 18:56:18.631,G4
Case No. 464,CollectTickets,2018/03/22 19:06:45.631,G4
Case No. 465,ApproveApplication,2018/03/22 20:48:16.631,G2
Case No. 465,CollectTickets,2018/03/22 21:16:01.631,G4
Case No. 465,CollectTickets,2018/03/22 21:21:50.631,G4
Case No. 465,CollectTickets,2018/03/22 21:34:17.631,G4
Case No. 465,ApproveApplication,2018/03/22 22:18:44.631,G4
Case No. 465,CollectTickets,2018/03/22 22:34:55.631,G4
Case No. 465,CollectTickets,2018/03/22 22:40:36.631,G4
Case No. 465,CollectTickets,2018/03/22 22:55:03.631,G4
Case No. 466,ApproveApplication,2018/03/22 23:32:45.631,G2
Case No. 466,CollectTickets,2018/03/23 00:30:17.631,G2
Case No. 466,CollectTickets,2018/03/23 01:24:24.631,G4
Case No. 466,CollectTickets,2018/03/23 02:05:54.631,G4
Case No. 466,ApproveApplication,2018/03/23 02:07:29.631,G4
Case No. 466,CollectTickets,2018/03/23 02:08:24.631,G4
Case No. 466,CollectTickets,2018/03/23 02:39:43.631,G4
Case No. 466,CollectTickets,2018/03/23 02:56:55.631,G4
Case No. 467,ApproveApplication,2018/03/23 03:23:15.631,G4
Case No. 467,CollectTickets,2018/03/23 03:39:16.631,G2
Case No. 467,CollectTickets,2018/03/23 03:57:25.631,G4
Case No. 467,CollectTickets,2018/03/23 04:01:07.631,G4
Case No. 467,ApproveApplication,2018/03/23 05:11:59.631,G4
Case No. 467,CollectTickets,2018/03/23 05:23:34.631,G4
Case No. 467,CollectTickets,2018/03/23 05:34:05.631,G4
Case No. 467,CollectTickets,2018/03/23 07:05:04.631,G4
Case No. 468,ApproveApplication,2018/03/23 08:12:12.631,G4
Case No. 468,CollectTickets,2018/03/23 08:27:19.631,G1
Case No. 468,CollectTickets,2018/03/23 08:46:44.631,G4
Case No. 468,CollectTickets,2018/03/23 08:47:01.631,G4
Case No. 468,ApproveApplication,2018/03/23 09:06:56.631,G4
Case No. 468,CollectTickets,2018/03/23 09:10:39.631,G4
Case No. 468,CollectTickets,2018/03/23 09:44:14.631,G4
Case No. 468,CollectTickets,2018/03/23 10:22:21.631,G4
Case No. 469,ApproveApplication,2018/03/23 11:22:39.631,G1
Case No. 469,CollectTickets,2018/03/23 11:37:31.631,G2
Case No. 469,CollectTickets,2018/03/23 11:44:00.631,G4
Case No. 469,CollectTickets,2018/03/23 11:46:14.631,G4
Case No. 469,ApproveApplication,2018/03/23 13:19:32.631,G4
Case No. 469,CollectTickets,2018/03/23 13:19:44.631,G4
Case No. 469,CollectTickets,2018/03/23 13:38:24.631,G4
Case No. 469,CollectTickets,2018/03/23 15:14:31.631,G4
Case No. 470,ApproveApplication,2018/03/23 15:25:23.631,G1
Case No. 470,CollectTickets,2018/03/23 15:53:15.631,G1
Case No. 470,CollectTickets,2018/03/23 16:10:22.631,G4
Case No. 470,CollectTickets,2018/03/23 16:33:29.631,G4
Case No. 470,ApproveApplication,2018/03/23 16:52:47.631,G4
Case No. 470,CollectTickets,2018/03/23 17:49:33.631,G4
Case No. 470,CollectTickets,2018/03/23 18:13:19.631,G4
Case No. 470,CollectTickets,2018/03/23 19:19:25.631,G4
Case No. 471,ApproveApplication,2018/03/23 19:20:12.631,G2
Case No. 471,CollectTickets,2018/03/23 19:49:13.631,G1
Case No. 471,CollectTickets,2018/03/23 20:33:40.631,G4
Case No. 471,CollectTickets,2018/03/23 20:51:59.631,G4
Case No. 471,ApproveApplication,2018/03/23 20:57:00.631,G4
Case No. 471,CollectTickets,2018/03/23 21:12:24.631,G4
Case No. 471,CollectTickets,2018/03/23 21:45:39.631,G4
Case No. 471,CollectTickets,2018/03/23 22:32:40.631,G4
Case No. 472,ApproveApplication,2018/03/24 00:12:07.631,G1
Case No. 472,CollectTickets,2018/03/24 00:12:09.631,G2
Case No. 472,CollectTickets,2018/03/24 00:30:16.631,G1
Case No. 472,CollectTickets,2018/03/24 00:41:31.631,G4
Case No. 472,ApproveApplication,2018/03/24 01:00:40.631,G4
Case No. 472,CollectTickets,2018/03/24 01:16:12.631,G4
Case No. 472,CollectTickets,2018/03/24 01:16:14.631,G4
Case No. 472,CollectTickets,2018/03/24 02:27:51.631,G4
Case No. 473,ApproveApplication,2018/03/24 03:21:58.631,G4
Case No. 473,CollectTickets,2018/03/24 04:08:17.631,G4
Case No. 473,CollectTickets,2018/03/24 04:29:31.631,G2
Case No. 473,CollectTickets,2018/03/24 04:56:25.631,G4
Case No. 473,ApproveApplication,2018/03/24 05:51:40.631,G4
Case No. 473,CollectTickets,2018/03/24 06:00:36.631,G4
Case No. 473,CollectTickets,2018/03/24 06:53:40.631,G4
Case No. 473,CollectTickets,2018/03/24 07:12:14.631,G4
Case No. 474,ApproveApplication,2018/03/24 09:21:01.631,G4
Case No. 474,CollectTickets,2018/03/24 09:22:50.631,G4
Case No. 474,CollectTickets,2018/03/24 09:38:25.631,G1
Case No. 474,CollectTickets,2018/03/24 09:46:53.631,G4
Case No. 474,ApproveApplication,2018/03/24 09:53:53.631,G4
Case No. 474,CollectTickets,2018/03/24 10:05:06.631,G4
Case No. 474,CollectTickets,2018/03/24 10:18:45.631,G4
Case No. 474,CollectTickets,2018/03/24 10:40:39.631,G4
Case No. 475,ApproveApplication,2018/03/24 11:22:48.631,G2
Case No. 475,CollectTickets,2018/03/24 12:31:51.631,G4
Case No. 475,CollectTickets,2018/03/24 12:41:28.631,G2
Case No. 475,CollectTickets,2018/03/24 12:59:02.631,G4
Case No. 475,ApproveApplication,2018/03/24 13:04:14.631,G4
Case No. 475,CollectTickets,2018/03/24 14:09:44.631,G4
Case No. 475,CollectTickets,2018/03/24 14:34:18.631,G4
Case No. 475,CollectTickets,2018/03/24 14:41:07.631,G4
Case No. 476,ApproveApplication,2018/03/24 15:23:24.631,G1
Case No. 476,CollectTickets,2018/03/24 15:29:05.631,G4
Case No. 476,CollectTickets,2018/03/24 15:30:57.631,G1
Case No. 476,CollectTickets,2018/03/24 16:54:29.631,G4
Case No. 476,ApproveApplication,2018/03/24 18:09:53.631,G4
Case No. 476,CollectTickets,2018/03/24 18:16:35.631,G4
Case No. 476,CollectTickets,2018/03/24 18:19:53.631,G4
Case No. 476,CollectTickets,2018/03/24 19:16:07.631,G4
Case No. 477,ApproveApplication,2018/03/24 19:34:37.631,G2
Case No. 477,CollectTickets,2018/03/24 19:56:31.631,G4
Case No. 477,CollectTickets,2018/03/24 21:17:44.631,G1
Case No. 477,CollectTickets,2018/03/24 21:27:45.631,G4
Case No. 477,ApproveApplication,2018/03/24 21:34:26.631,G4
Case No. 477,CollectTickets,2018/03/24 21:48:34.631,G4
Case No. 477,CollectTickets,2018/03/24 22:01:50.631,G4
Case No. 477,CollectTickets,2018/03/24 22:42:08.631,G4
Case No. 478,ApproveApplication,2018/03/24 23:46:22.631,G1
Case No. 478,CollectTickets,2018/03/25 00:13:03.631,G4
Case No. 478,CollectTickets,2018/03/25 01:28:39.631,G2
Case No. 478,CollectTickets,2018/03/25 01:30:19.631,G4
Case No. 478,ApproveApplication,2018/03/25 01:42:58.631,G4
Case No. 478,CollectTickets,2018/03/25 03:37:37.631,G4
Case No. 478,CollectTickets,2018/03/25 03:38:02.631,G4
Case No. 478,CollectTickets,2018/03/25 03:02:40.631,G4
Case No. 479,ApproveApplication,2018/03/25 03:31:11.631,G1
Case No. 479,CollectTickets,2018/03/25 03:57:04.631,G2
Case No. 479,CollectTickets,2018/03/25 04:30:51.631,G2
Case No. 479,CollectTickets,2018/03/25 04:40:32.631,G4
Case No. 479,ApproveApplication,2018/03/25 05:28:04.631,G4
Case No. 479,CollectTickets,2018/03/25 05:52:48.631,G4
Case No. 479,CollectTickets,2018/03/25 06:23:55.631,G4
Case No. 479,CollectTickets,2018/03/25 07:19:41.631,G4
Case No. 480,ApproveApplication,2018/03/25 07:36:40.631,G4
Case No. 480,CollectTickets,2018/03/25 07:40:55.631,G1
Case No. 480,CollectTickets,2018/03/25 08:13:44.631,G1
Case No. 480,CollectTickets,2018/03/25 08:20:39.631,G4
Case No. 480,ApproveApplication,2018/03/25 09:23:45.631,G4
Case No. 480,CollectTickets,2018/03/25 10:18:01.631,G4
Case No. 480,CollectTickets,2018/03/25 10:40:50.631,G4
Case No. 480,CollectTickets,2018/03/25 10:46:44.631,G4
Case No. 481,ApproveApplication,2018/03/25 11:49:07.631,G4
Case No. 481,CollectTickets,2018/03/25 11:50:31.631,G2
Case No. 481,CollectTickets,2018/03/25 13:28:51.631,G1
Case No. 481,CollectTickets,2018/03/25 14:05:11.631,G4
Case No. 481,ApproveApplication,2018/03/25 14:08:13.631,G4
Case No. 481,CollectTickets,2018/03/25 14:29:46.631,G4
Case No. 481,CollectTickets,2018/03/25 14:30:03.631,G4
Case No. 481,CollectTickets,2018/03/25 15:14:54.631,G4
Case No. 482,ApproveApplication,2018/03/25 16:28:08.631,G4
Case No. 482,CollectTickets,2018/03/25 16:29:52.631,G2
Case No. 482,CollectTickets,2018/03/25 16:45:42.631,G2
Case No. 482,CollectTickets,2018/03/25 16:50:54.631,G4
Case No. 482,ApproveApplication,2018/03/25 16:51:06.631,G4
Case No. 482,CollectTickets,2018/03/25 17:05:55.631,G4
Case No. 482,CollectTickets,2018/03/25 17:08:56.631,G4
Case No. 482,CollectTickets,2018/03/25 18:44:21.631,G4
Case No. 483,ApproveApplication,2018/03/25 19:23:59.631,G4
Case No. 483,CollectTickets,2018/03/25 19:34:02.631,G1
Case No. 483,CollectTickets,2018/03/25 20:00:13.631,G2
Case No. 483,CollectTickets,2018/03/25 20:01:17.631,G4
Case No. 483,ApproveApplication,2018/03/25 20:46:40.631,G4
Case No. 483,CollectTickets,2018/03/25 21:16:37.631,G4
Case No. 483,CollectTickets,2018/03/25 22:06:46.631,G4
Case No. 483,CollectTickets,2018/03/25 23:02:37.631,G4
Case No. 484,BookTransport,2018/03/22 12:42:35.631,G1
Case No. 484,BookTransport,2018/03/22 13:09:39.631,G2
Case No. 484,BookTransport,2018/03/22 13:12:07.631,G2
Case No. 484,BookTransport,2018/03/22 13:34:47.631,G2
Case No. 484,BookTransport,2018/03/22 13:43:23.631,G2
Case No. 484,BookTransport,2018/03/22 13:48:29.631,G2
Case No. 484,BookTransport,2018/03/22 14:12:41.631,G2
Case No. 484,BookTransport,2018/03/22 14:46:49.631,G2
Case No. 485,BookTransport,2018/03/22 15:30:10.631,G1
Case No. 485,BookTransport,2018/03/22 16:19:10.631,G4
Case No. 485,BookTransport,2018/03/22 16:30:27.631,G2
Case No. 485,BookTransport,2018/03/22 16:48:24.631,G2
Case No. 485,BookTransport,2018/03/22 17:04:37.631,G2
Case No. 485,BookTransport,2018/03/22 17:43:35.631,G2
Case No. 485,BookTransport,2018/03/22 18:14:16.631,G2
Case No. 485,BookTransport,2018/03/22 18:42:26.631,G2
Case No. 486,BookTransport,2018/03/22 19:49:39.631,G1
Case No. 486,CollectTickets,2018/03/22 20:00:47.631,G1
Case No. 486,BookTransport,2018/03/22 21:04:52.631,G2
Case No. 486,BookTransport,2018/03/22 21:19:36.631,G2
Case No. 486,BookTransport,2018/03/22 22:36:04.631,G2
Case No. 486,BookTransport,2018/03/22 22:38:08.631,G2
Case No. 486,BookTransport,2018/03/22 22:58:13.631,G2
Case No. 486,BookTransport,2018/03/22 23:09:12.631,G2
Case No. 487,BookTransport,2018/03/22 23:54:16.631,G1
Case No. 487,CollectTickets,2018/03/22 23:59:05.631,G2
Case No. 487,BookTransport,2018/03/23 00:04:45.631,G2
Case No. 487,BookTransport,2018/03/23 00:58:09.631,G2
Case No. 487,BookTransport,2018/03/23 01:32:22.631,G2
Case No. 487,BookTransport,2018/03/23 02:24:03.631,G2
Case No. 487,BookTransport,2018/03/23 02:35:01.631,G2
Case No. 487,BookTransport,2018/03/23 02:41:37.631,G2
Case No. 488,BookTransport,2018/03/23 03:24:58.631,G1
Case No. 488,CollectTickets,2018/03/23 04:07:09.631,G4
Case No. 488,BookTransport,2018/03/23 04:53:25.631,G2
Case No. 488,BookTransport,2018/03/23 05:07:19.631,G2
Case No. 488,BookTransport,2018/03/23 05:20:36.631,G2
Case No. 488,BookTransport,2018/03/23 05:22:44.631,G2
Case No. 488,BookTransport,2018/03/23 06:47:49.631,G2
Case No. 488,BookTransport,2018/03/23 06:59:07.631,G2
Case No. 489,BookTransport,2018/03/23 07:31:43.631,G1
Case No. 489,BookAccomodation,2018/03/23 08:32:53.631,G2
Case No. 489,BookTransport,2018/03/23 09:23:46.631,G2
Case No. 489,BookTransport,2018/03/23 09:43:30.631,G2
Case No. 489,BookTransport,2018/03/23 09:55:51.631,G2
Case No. 489,BookTransport,2018/03/23 11:10:12.631,G2
Case No. 489,BookTransport,2018/03/23 11:11:08.631,G2
Case No. 489,BookTransport,2018/03/23 11:14:30.631,G2
Case No. 490,BookTransport,2018/03/23 11:23:05.631,G1
Case No. 490,UseTransport,2018/03/23 11:24:28.631,G1
Case No. 490,BookTransport,2018/03/23 11:35:54.631,G2
Case No. 490,BookTransport,2018/03/23 13:07:37.631,G2
Case No. 490,BookTransport,2018/03/23 13:57:19.631,G2
Case No. 490,BookTransport,2018/03/23 14:06:21.631,G2
Case No. 490,BookTransport,2018/03/23 14:47:14.631,G2
Case No. 490,BookTransport,2018/03/23 15:00:50.631,G2
Case No. 491,BookTransport,2018/03/23 15:29:36.631,G1
Case No. 491,UseTransport,2018/03/23 15:56:35.631,G2
Case No. 491,BookTransport,2018/03/23 16:27:59.631,G2
Case No. 491,BookTransport,2018/03/23 16:41:53.631,G2
Case No. 491,BookTransport,2018/03/23 17:02:27.631,G2
Case No. 491,BookTransport,2018/03/23 17:13:34.631,G2
Case No. 491,BookTransport,2018/03/23 17:36:58.631,G2
Case No. 491,BookTransport,2018/03/23 18:12:43.631,G2
Case No. 492,BookTransport,2018/03/23 19:47:15.631,G1
Case No. 492,UseTransport,2018/03/23 20:13:29.631,G4
Case No. 492,BookTransport,2018/03/23 21:02:11.631,G2
Case No. 492,BookTransport,2018/03/23 21:24:51.631,G2
Case No. 492,BookTransport,2018/03/23 21:56:18.631,G2
Case No. 492,BookTransport,2018/03/23 22:00:40.631,G2
Case No. 492,BookTransport,2018/03/23 22:18:57.631,G2
Case No. 492,BookTransport,2018/03/23 23:06:31.631,G2
Case No. 493,BookTransport,2018/03/23 23:29:09.631,G1
Case No. 493,BookAccomodation,2018/03/23 23:41:08.631,G4
Case No. 493,BookTransport,2018/03/24 01:39:53.631,G2
Case No. 493,BookTransport,2018/03/24 01:40:12.631,G2
Case No. 493,BookTransport,2018/03/24 02:01:42.631,G2
